ano,vardec_retorno,vardec_trabalho,vardec_sucessao
2026,0.1395650310319985,0.3745858769950586,0.48584909197294296
2027,0.15676482104482548,0.395269271487119,0.44796590746805554
2028,0.19298545359843372,0.4224036521652036,0.38461089423636274
2029,0.16700729811677337,0.3551704050934915,0.4778222967897351
2030,0.15528548161020075,0.33769570564706897,0.5070188127427303
2031,0.17563296671927492,0.35698754422537426,0.4673794890553508
2032,0.20048872190401193,0.38272477807718314,0.4167865000188049
2033,0.18365971631778427,0.3488376668830785,0.4675026167991373
2034,0.23363523581180218,0.40233213422691005,0.3640326299612878
2035,0.2167191406436021,0.330568483174771,0.45271237618162696
2036,0.15062071579968647,0.3149101288230579,0.5344691553772556
2037,0.18674148512803207,0.280165127272341,0.5330933875996269
2038,0.1460366685743713,0.19330521799595868,0.6606581134296701
2039,0.2186734227007078,0.2697082582709191,0.5116183190283732
2040,0.1972943815661655,0.23594323175920334,0.5667623866746312
2041,0.283155225913812,0.30675763777592174,0.41008713631026633
2042,0.2219753000438756,0.2275347552697875,0.550489944686337
2043,0.2529573555993321,0.26189786848455193,0.48514477591611593
2044,0.18967413399992442,0.2144197196357206,0.5959061463643553
2045,0.24193852949439426,0.21457699572990158,0.5434844747757043
2046,0.2283509008708619,0.2035294594414885,0.5681196396876497
2047,0.23524073999477066,0.20385665669590683,0.5609026033093227
2048,0.2157570781641636,0.16476781686854666,0.6194751049672897
2049,0.2319695212161344,0.18721383727313615,0.5808166415107294
2050,0.27360858956886597,0.18764809408770944,0.5387433163434245
2051,0.2779526056846837,0.20132778483858876,0.5207196094767276
2052,0.23216497178512416,0.16022692474566444,0.6076081034692113
2053,0.27724484407575795,0.1925117481096686,0.5302434078145736
2054,0.21752274364145857,0.1337250249684299,0.6487522313901116
2055,0.2623369088199839,0.16703973752235332,0.5706233536576629
2056,0.2848182787700337,0.15106011798854485,0.5641216032414215
2057,0.2313447556043947,0.1454978237216253,0.6231574206739801
2058,0.39868952799474505,0.22507994188507083,0.37623053012018415
2059,0.3294539753529181,0.1685014084230498,0.5020446162240323
2060,0.291151776427998,0.139754205717015,0.5690940178549869
2061,0.27807654055463754,0.12963424383883496,0.5922892156065276
2062,0.30066988141278705,0.13568485348458864,0.5636452651026244
2063,0.22834596849070057,0.08664727469893484,0.6850067568103648
2064,0.36376807960602203,0.16869491186277133,0.46753700853120644
2065,0.31028516934891687,0.1295227182994642,0.560192112351619
2066,0.34879669236599425,0.14521835038216377,0.5059849572518421
2067,0.3269494147492539,0.14050421140594488,0.5325463738448012
2068,0.26686750989060337,0.10733341625294436,0.6257990738564523
2069,0.388130345163784,0.14316099850804717,0.46870865632816905
2070,0.34481094439836624,0.11754770050881282,0.5376413550928211
2071,0.3467474149276148,0.11001546564562883,0.5432371194267562
2072,0.41565875796183777,0.12810875321317514,0.45623248882498724
2073,0.33956533916724746,0.11275405658081124,0.5476806042519412
2074,0.36691868695303526,0.10417519086410729,0.5289061221828576
2075,0.4060044014910798,0.12215992024526703,0.4718356782636531
2076,0.4991275763181584,0.15318467807575806,0.3476877456060837
2077,0.35047266892074663,0.11124633498429788,0.5382809960949555
2078,0.34486773916625146,0.07428911611854748,0.5808431447152012
2079,0.3972640721733785,0.09717241929487312,0.5055635085317481
