ano,vardec_retorno,vardec_trabalho,vardec_sucessao
2026,0.19169548176236642,0.3468703208641157,0.4614341973735181
2027,0.22565266891423777,0.385771921519192,0.3885754095665701
2028,0.24878501930631322,0.3829549202997897,0.3682600603938971
2029,0.23165774962654498,0.3275433582952902,0.44079889207816475
2030,0.2251699118808165,0.30453843849486334,0.4702916496243202
2031,0.25397357004654936,0.31953561408504927,0.42649081586840143
2032,0.22067442105377047,0.24624263886055303,0.5330829400856766
2033,0.25597256013081937,0.28969651053616413,0.45433092933301655
2034,0.26888651157348176,0.26612843355611493,0.46498505487040337
2035,0.28880765696485966,0.2709235984516856,0.4402687445834547
2036,0.3214996245684409,0.29004405908034137,0.3884563163512178
2037,0.2909044461443249,0.24665032769598946,0.46244522615968553
2038,0.26846040940616395,0.20592917742980005,0.5256104131640359
2039,0.36849198771400515,0.2741571721107442,0.3573508401752505
2040,0.27285939135416465,0.18786031538670836,0.5392802932591271
2041,0.3064675545703028,0.21719148783460324,0.476340957595094
2042,0.36818520541381916,0.24037534131171276,0.39143945327446794
2043,0.308831411004808,0.1941247171926262,0.4970438718025659
2044,0.3567240949140758,0.21213857006827108,0.43113733501765306
2045,0.3602352511169977,0.20399774408088303,0.4357670048021191
2046,0.32944108306306746,0.16508955505075373,0.5054693618861791
2047,0.43332583419580695,0.2195844621194229,0.34708970368477005
2048,0.3693393595243722,0.16546752961446226,0.46519311086116555
2049,0.35372884759141054,0.1455862463649244,0.500684906043665
2050,0.45879449810678247,0.18695089967539863,0.354254602217819
2051,0.4587529068188916,0.1762614675508999,0.3649856256302087
2052,0.4502771328972259,0.1588197862099502,0.390903080892824
2053,0.44288704548010976,0.15248529218059292,0.4046276623392975
2054,0.3791255244787542,0.1269080291410679,0.49396644638017795
2055,0.49173095892378016,0.1543213128813387,0.353947728194881
2056,0.4556986223661351,0.1389123479175912,0.40538902971627355
2057,0.41216755956532375,0.11547855216404934,0.47235388827062696
2058,0.39012713975776653,0.10688581557250013,0.5029870446697335
2059,0.45588231843940347,0.1236123829901283,0.4205052985704684
2060,0.40443613428262787,0.10293735909862171,0.4926265066187504
2061,0.42954650261926336,0.10711042125560054,0.4633430761251362
2062,0.5498926013388213,0.1306962949760299,0.3194111036851488
2063,0.35562917436743663,0.08586540617539429,0.5585054194571692
2064,0.41174857367694584,0.09091275367253214,0.4973386726505219
2065,0.4647254800789726,0.10776792149849562,0.4275065984225319
2066,0.38579684692190774,0.07787605782094657,0.5363270952571456
2067,0.5366152043667207,0.11249083070212765,0.35089396493115177
2068,0.5360071516504016,0.1093048938379509,0.3546879545116476
2069,0.5550315257825902,0.10338567317169618,0.3415828010457137
2070,0.5315378814809381,0.10069865178975507,0.36776346672930676
2071,0.4980109178225776,0.0943967704143284,0.4075923117630941
2072,0.4645364333441515,0.07638854080153466,0.459075025854314
2073,0.46227276761366737,0.06796486100164119,0.46976237138469146
2074,0.5671715949848057,0.08834670707963997,0.34448169793555444
2075,0.5391066165594129,0.08834908907778437,0.3725442943628027
2076,0.5624507459871793,0.07388260276475872,0.363666651248062
2077,0.5602559747330773,0.0758871170831814,0.3638569081837414
2078,0.5674737936471199,0.0774034222201822,0.3551227841326978
2079,0.5658458504870495,0.07338048646890843,0.3607736630440421
2080,0.4782767710429441,0.057745629171356276,0.46397759978569947
2081,0.5252030121327187,0.06364245173419895,0.41115453613308245
2082,0.5621001954041175,0.06598792393841381,0.3719118806574686
2083,0.5937784980429797,0.06693067851085005,0.33929082344617023
2084,0.5064835370022992,0.05486631714927403,0.43865014584842704
2085,0.5980105708584397,0.06220404551714342,0.33978538362441685
2086,0.6069898641563555,0.06460933285706949,0.32840080298657515
2087,0.6374968702335235,0.0624204982796222,0.3000826314868544
2088,0.5726446060159603,0.05580346988494121,0.37155192409909826
2089,0.5146709814352503,0.054210983170154776,0.431118035394595
2090,0.5475810345937422,0.048138479223073065,0.40428048618318485
2091,0.6449371261323127,0.06056206491132155,0.29450080895636577
2092,0.6542835979766934,0.05667936745061234,0.28903703457269425
2093,0.6233212199020489,0.04802453817885896,0.32865424191909215
2094,0.5454782513214256,0.04139245929275567,0.4131292893858189
2095,0.6546417159273508,0.05012786208544192,0.2952304219872074
2096,0.6835736134203327,0.049682334232645224,0.2667440523470221
2097,0.6373713003466651,0.047558510490782635,0.3150701891625522
2098,0.6867736696115023,0.049744156022847465,0.2634821743656501
2099,0.5876837519435496,0.034274792131274934,0.37804145592517546
2100,0.5821932190266274,0.033398266973498555,0.3844085139998742
2101,0.5592568540192487,0.031886313269634044,0.40885683271111745
2102,0.7346075563095691,0.04223415130984384,0.22315829238058718
2103,0.6772636402424038,0.03750987101192357,0.2852264887456728
2104,0.6760899304815126,0.03840535412683989,0.2855047153916478
2105,0.6466838861057304,0.03227859660327576,0.3210375172909941
2106,0.6391358560729622,0.03067812875605081,0.3301860151709869
2107,0.6768904486691104,0.03169637107736749,0.29141318025352236
2108,0.7593361963677364,0.03676396471059152,0.20389983892167188
2109,0.629660296050798,0.026368182864583915,0.34397152108461826
2110,0.7746928260795699,0.032070872584143074,0.1932363013362869
2111,0.6700450926119539,0.02662557362840661,0.30332933375963933
