ano,vardec_retorno,vardec_trabalho,vardec_sucessao
2026,0.19168625006469683,0.3469031351136613,0.46141061482164186
2027,0.192104746043214,0.344899887448845,0.4629953665079411
2028,0.18517174772011233,0.32412775801753724,0.4907004942623504
2029,0.20089256731108557,0.3448582888837943,0.45424914380511994
2030,0.2457395840559361,0.38015271172692133,0.3741077042171427
2031,0.23207686238496822,0.35884356294047864,0.4090795746745532
2032,0.19128126867253156,0.2880665298849317,0.5206522014425368
2033,0.2558079053134791,0.3400186049067165,0.40417348977980455
2034,0.2519567387243678,0.33589679376643483,0.4121464675091975
2035,0.252218714724907,0.3233611486215033,0.42442013665358974
2036,0.2621835835834536,0.33040954669751765,0.4074068697190289
2037,0.2758827145055582,0.32612723218609674,0.397990053308345
2038,0.27078840728029424,0.3069673851287971,0.42224420759090875
2039,0.2992948897858515,0.3357426567157381,0.36496245349841044
2040,0.3205402136849011,0.3412316277916459,0.33822815852345306
2041,0.30166690374985605,0.30306676586281395,0.3952663303873301
2042,0.3069941178341509,0.30428915228515907,0.3887167298806902
2043,0.2925850550519465,0.27504122443362095,0.43237372051443257
2044,0.29023032648740676,0.2741765336201823,0.43559313989241105
2045,0.22863590624485972,0.21768931324534355,0.5536747805097966
2046,0.34581945644845186,0.31858668445235333,0.3355938590991948
2047,0.27510064945523677,0.2492619621310928,0.4756373884136703
2048,0.25690107138719326,0.2388389111502562,0.5042600174625506
2049,0.31356031063132345,0.25579514344293736,0.4306445459257392
2050,0.27981328791673993,0.20903438245709732,0.511152329626163
2051,0.3161164498311184,0.23305747521210687,0.4508260749567748
2052,0.3398164526785117,0.23257744020434368,0.42760610711714475
2053,0.32465675430791363,0.2237140178123564,0.45162922787973003
2054,0.31250077645906826,0.19530850938862432,0.4921907141523072
2055,0.4076327598272823,0.2724209200260411,0.3199463201466765
2056,0.3431286917520873,0.21571114450956858,0.4411601637383441
2057,0.3278201988609358,0.19200538471286582,0.4801744164261985
2058,0.3691195844759622,0.2000546379754276,0.4308257775486102
2059,0.4426668199306002,0.2426486050420974,0.31468457502730235
2060,0.3845982819193641,0.20881835012020716,0.40658336796042877
2061,0.3789675420384203,0.19772103914337266,0.42331141881820716
2062,0.43568426313652275,0.2185543742183759,0.3457613626451013
2063,0.36398010443174517,0.16332573677861256,0.47269415878964216
2064,0.4437854810993027,0.204785364621225,0.3514291542794722
2065,0.3989330245547254,0.18552073988067624,0.41554623556459835
2066,0.4147004886118741,0.178703872014282,0.406595639373844
2067,0.4747922024091489,0.1975490050377963,0.32765879255305475
2068,0.4360038040998877,0.17734656755310985,0.38664962834700245
2069,0.3993016594465661,0.16218811540313496,0.43851022515029897
2070,0.3681994772144782,0.13495652288039064,0.49684399990513095
2071,0.4200063417917788,0.14851564651552746,0.4314780116926937
2072,0.367969915281668,0.14332382428205345,0.48870626043627863
2073,0.46317154761909723,0.17489184146392472,0.3619366109169782
2074,0.39604363128368386,0.15403752761137882,0.4499188411049373
2075,0.41981265659342676,0.14927468407206795,0.43091265933450545
2076,0.4613631321552142,0.17463985197662954,0.36399701586815625
2077,0.4866480605639028,0.1591445220637407,0.3542074173723566
2078,0.47233246919666444,0.15093699633585816,0.3767305344674775
2079,0.46999113186398467,0.14130789023046367,0.3887009779055518
2080,0.4788190008963411,0.14610388853570302,0.37507711056795584
2081,0.45350440643999973,0.1354816395492991,0.4110139540107011
2082,0.49931312737432254,0.14777719795552063,0.3529096746701567
2083,0.39866192643150616,0.11810478726662564,0.483233286301868
2084,0.4639942739364497,0.14430140815396394,0.3917043179095863
2085,0.5181317807524182,0.15699718530614087,0.32487103394144096
2086,0.47934149861852915,0.14903803737974275,0.37162046400172805
2087,0.5423028567304594,0.14779343650932822,0.30990370676021245
2088,0.5623747580519457,0.14863635806281258,0.2889888838852418
2089,0.5403244569197226,0.1399115796046106,0.3197639634756671
2090,0.4997113982876795,0.12975327321551203,0.37053532849680876
2091,0.5958622133511817,0.16007107910530602,0.24406670754351234
2092,0.5203394843320205,0.13085450188390907,0.34880601378407033
2093,0.5365834543146294,0.1239143717412574,0.33950217394411325
2094,0.457581319199846,0.10231148591371658,0.44010719488643757
2095,0.5338973831186951,0.11879824739385043,0.3473043694874545
2096,0.4960356483930669,0.10307782570628739,0.40088652590064583
2097,0.515187204073923,0.11747132653661864,0.3673414693894585
2098,0.5901509229840819,0.1231690353039961,0.28668004171192213
2099,0.6358798232275852,0.12777134768306972,0.23634882908934507
2100,0.623777488628636,0.12661769844840035,0.24960481292296346
2101,0.5167622429183267,0.10867328195151324,0.37456447513015984
2102,0.5179024549632205,0.10835235282471416,0.37374519221206526
2103,0.5496928379267499,0.09549078375901957,0.35481637831423074
2104,0.5050047835021438,0.10389498764650781,0.39110022885134865
2105,0.6190628946943636,0.11523712643257679,0.2656999788730598
2106,0.5923608722245912,0.10469235093506908,0.30294677684033966
2107,0.5998381054072801,0.09838099169684972,0.30178090289587006
2108,0.5794639609731262,0.11418537456364124,0.30635066446323267
2109,0.6345917127803199,0.11003753723171326,0.2553707499879669
2110,0.6599644402668263,0.11716561070294741,0.22286994903022622
2111,0.5900282863018547,0.09792031438086854,0.3120513993172768
2112,0.5671400879733456,0.08146273283357025,0.3513971791930841
2113,0.5891455646103567,0.08789847918965082,0.3229559561999925
2114,0.6203365427446602,0.09315108943765497,0.28651236781768485
2115,0.5938759567714336,0.09582857215051618,0.3102954710780503
2116,0.5822291413311348,0.08882960209994899,0.328941256568916
2117,0.7145244661582729,0.0954890368445875,0.18998649699713965
2118,0.6770553780927782,0.08698172811423796,0.23596289379298366
2119,0.5761502180599307,0.06582403094639568,0.3580257509936737
2120,0.5447270794814653,0.08093384338417571,0.3743390771343591
2121,0.702546316278845,0.08983039235828491,0.2076232913628701
2122,0.6486833915582307,0.07924775391325244,0.27206885452851703
2123,0.6440333239752505,0.07571980783474559,0.28024686819000383
2124,0.6599391931932533,0.08026777466896001,0.2597930321377866
2125,0.7037030258005064,0.08228801319412525,0.21400896100536834
2126,0.6408180611513724,0.08170225931749425,0.2774796795311335
