classe,agente_id,ano,capital,n_im,vivo
2,387,46,95855565.67516401,28,True
2,387,47,102056256.77056617,30,True
2,387,48,108683904.55792765,31,True
2,387,49,115767948.36803031,33,True
2,387,50,123340275.42142463,35,True
2,387,51,131265970.5867378,37,True
2,387,52,139735137.64549673,38,True
2,387,53,148785269.42876157,39,True
2,387,54,158456946.2342555,40,True
2,387,55,168793629.7994297,41,True
2,387,56,179841268.14932165,42,True
2,387,57,191649352.35893467,43,True
2,387,58,204270670.77446336,44,True
2,387,59,217762031.8892754,45,True
2,387,60,232184126.36746043,46,True
2,387,61,247601182.83394077,47,True
2,387,62,264083200.9699643,48,True
2,387,63,281703893.1895849,49,True
2,387,64,300542834.5674754,50,True
2,387,65,320684839.582542,51,True
2,387,66,342221032.3974515,52,True
2,387,67,0.0,0,False
2,387,68,0.0,0,False
2,387,69,0.0,0,False
2,387,70,0.0,0,False
2,387,71,0.0,0,False
2,387,72,0.0,0,False
2,387,73,0.0,0,False
2,387,74,0.0,0,False
2,387,75,0.0,0,False
2,387,76,0.0,0,False
2,387,77,0.0,0,False
2,387,78,0.0,0,False
2,387,79,0.0,0,False
2,387,80,0.0,0,False
2,387,81,0.0,0,False
2,387,82,0.0,0,False
2,387,83,0.0,0,False
2,387,84,0.0,0,False
2,387,85,0.0,0,False
2,387,86,0.0,0,False
2,387,87,0.0,0,False
2,387,88,0.0,0,False
2,387,89,0.0,0,False
2,387,90,0.0,0,False
2,387,91,0.0,0,False
2,387,92,0.0,0,False
2,387,93,0.0,0,False
2,387,94,0.0,0,False
2,387,95,0.0,0,False
2,387,96,0.0,0,False
2,387,97,0.0,0,False
2,387,98,0.0,0,False
2,387,99,0.0,0,False
2,387,100,0.0,0,False
2,604,0,15484517.00744473,3,True
2,604,1,16574218.245027045,3,True
2,604,2,17739563.492279075,3,True
2,604,3,18986030.599630456,3,True
2,604,4,20319554.580596734,3,True
2,604,5,21746287.54774242,3,True
2,604,6,23272774.531791646,3,True
2,604,7,24905998.214870658,3,True
2,604,8,26653419.9559602,3,True
2,604,9,28523062.25199661,3,True
2,604,10,30523435.095926665,3,True
2,604,11,32663726.51183772,3,True
2,604,12,34683579.19328871,5,True
2,604,13,36804654.653733194,6,True
2,604,14,39382811.6620091,6,True
2,604,15,42141391.44230732,6,True
2,604,16,45092990.17042316,6,True
2,604,17,48251181.75251551,6,True
2,604,18,51630385.17678829,6,True
2,604,19,55246475.06466243,6,True
2,604,20,59115808.564635605,6,True
2,604,21,63256058.217281334,7,True
2,604,22,67686607.47556451,7,True
2,604,23,72093109.54469499,8,True
2,604,24,77142050.89515711,9,True
2,604,25,82544733.07580766,9,True
2,604,26,87935213.50236785,10,True
2,604,27,93699930.07327427,11,True
2,604,28,100262234.26480097,11,True
2,604,29,107283893.58846566,11,True
2,604,30,114796968.82258785,11,True
2,604,31,122425305.52553977,12,True
2,604,32,130998313.99085584,12,True
2,604,33,139750417.3294737,13,True
2,604,34,149109753.20853874,15,True
2,604,35,159118882.35297468,16,True
2,604,36,169822633.12390307,17,True
2,604,37,181269353.70863184,18,True
2,604,38,193510956.3551063,19,True
2,604,39,206602571.33217803,20,True
2,604,40,220603616.1410178,22,True
2,604,41,235578369.30675057,23,True
2,604,42,251594644.18656692,25,True
