ano,gini_total_mean,gini_total_p025,gini_total_p500,gini_total_p975,gini_financeiro_mean,gini_financeiro_p025,gini_financeiro_p500,gini_financeiro_p975,share_top1_mean,share_top1_p025,share_top1_p500,share_top1_p975,share_top10_mean,share_top10_p025,share_top10_p500,share_top10_p975,share_top50_mean,share_top50_p025,share_top50_p500,share_top50_p975,taxa_propriedade_mean,taxa_propriedade_p025,taxa_propriedade_p500,taxa_propriedade_p975,preco_imovel_mean,preco_imovel_p025,preco_imovel_p500,preco_imovel_p975,populacao_mean,populacao_p025,populacao_p500,populacao_p975,riqueza_media_mean,riqueza_media_p025,riqueza_media_p500,riqueza_media_p975,riqueza_media_c0_mean,riqueza_media_c0_p025,riqueza_media_c0_p500,riqueza_media_c0_p975,riqueza_media_c1_mean,riqueza_media_c1_p025,riqueza_media_c1_p500,riqueza_media_c1_p975,riqueza_media_c2_mean,riqueza_media_c2_p025,riqueza_media_c2_p500,riqueza_media_c2_p975,frac_rent_renda_mean,frac_rent_renda_p025,frac_rent_renda_p500,frac_rent_renda_p975,divida_media_mean,divida_media_p025,divida_media_p500,divida_media_p975
65,0.9552099999999999,0.9467599999999999,0.9570000000000001,0.9611975,0.974775,0.970495,0.9753499999999999,0.9781924999999999,0.839885,0.811025,0.84455,0.8633649999999999,0.9629199999999999,0.95508,0.9642999999999999,0.968225,0.991455,0.9895375,0.99175,0.9927050000000001,0.779375,0.77112,0.7797000000000001,0.78625,691070.25,686495.475,691208.0,696048.35,41710.15,41221.9,41732.5,42165.125,22912316.408940934,18552802.487461377,23235814.70297344,26353275.495599065,578174.1075173684,572390.3172532672,578582.3114412978,585706.2826613286,14973309.582135582,14544489.537636949,14937160.437649745,15702988.636299782,632095871.9338213,521044541.81741685,640314630.3391877,758256451.3407501,0.00149,0.0013,0.0015,0.0017,3043.0122749406078,2799.350913217981,3020.3799506966798,3327.0644240491033
66,0.95616,0.947685,0.95725,0.962345,0.97521,0.9711474999999999,0.9757,0.978745,0.842625,0.814595,0.847,0.8668825,0.9639300000000001,0.9563425,0.96475,0.9691875,0.991615,0.9896425,0.9918,0.9928575000000001,0.78165,0.7738824999999999,0.7817000000000001,0.7883249999999999,702676.4,698087.65,702850.5,707607.45,41481.2,41008.025,41513.5,41888.6,23928326.919872124,19224317.076675367,23980187.53349276,27788848.41379419,590813.89439081,584807.6488601699,591077.0146327699,598044.513040827,15712629.788244689,15251957.18995829,15680743.42750315,16467370.39748329,670475808.5350038,553111014.1716603,673115780.8305211,811500783.3590692,0.0014199999999999998,0.0012,0.00145,0.0016524999999999999,3097.4385429645013,2793.6486870344056,3079.7133118520273,3403.198764453199
67,0.95702,0.948375,0.95805,0.9624725,0.9755750000000001,0.9715900000000001,0.97585,0.9788775,0.8448550000000001,0.8163075,0.8480000000000001,0.866905,0.9648899999999999,0.957185,0.96595,0.9696,0.99175,0.9897425,0.99195,0.9928525,0.78406,0.77656,0.7844,0.7904825,714551.65,709928.85,714704.5,719513.85,41252.25,40793.4,41261.5,41632.25,24939402.734476347,19908959.66109401,25055602.561765008,28468621.351192247,603754.9795272343,597292.8795827372,603889.5719550014,611059.7825833695,16501339.100942025,15986470.604378743,16459807.009462059,17314514.570840277,707151945.7276132,584600019.7825155,715467647.6423259,840084319.1418095,0.00135,0.0010475,0.0013,0.0016,3141.734847835039,2878.652194301237,3161.707177205987,3411.833718220933
68,0.958045,0.94968,0.95905,0.9633625,0.975985,0.972,0.97635,0.9792675,0.84764,0.8194275,0.8508,0.8695725,0.9660249999999999,0.95869,0.96705,0.9704525,0.991925,0.989995,0.99215,0.993,0.78615,0.778485,0.7864,0.793325,726699.5,722024.075,726856.5,731603.925,41034.0,40574.15,41055.0,41439.625,26111831.19095083,20868452.899484012,26272405.52331619,29897945.819544185,616750.3036524669,609368.8498960786,616905.7483598185,624547.0654603584,17328583.460982747,16803836.45098015,17258679.753181886,18211221.68251739,753231566.717828,623046974.0976696,763713732.3922902,891900510.9726458,0.0012749999999999999,0.0010475,0.0013,0.0015524999999999998,3174.688756358585,2893.345789120131,3224.397712594863,3452.060785234725
69,0.95891,0.9511425,0.9597,0.9645050000000001,0.976295,0.9725475,0.9766,0.9796199999999999,0.849775,0.82346,0.8529,0.871455,0.967,0.9603,0.9681500000000001,0.9714525,0.992075,0.9902949999999999,0.9923500000000001,0.9931525,0.7884249999999999,0.7804,0.7888,0.795575,739163.7,734515.65,739346.0,744017.75,40814.05,40345.05,40815.5,41226.025,27286067.398756254,21972975.543131467,27323391.385328047,31547472.789386902,630207.5314801129,622758.405475209,629896.0324324735,638017.9972262668,18184565.900066223,17591825.476744425,18116401.57048968,19195753.371133186,798159405.1040155,649421010.4771668,814835359.1218922,956741234.2160946,0.001215,0.001,0.0012,0.0014524999999999998,3260.2853194895997,2989.4594247782675,3269.1795004588853,3561.382757651078
70,0.9599949999999999,0.9525375,0.9610000000000001,0.9652625,0.9767049999999999,0.9731474999999999,0.97695,0.9798625,0.852495,0.8265875,0.8558,0.8713974999999999,0.96813,0.9617475,0.9692000000000001,0.9724050000000001,0.992265,0.990495,0.99255,0.9933525,0.79077,0.783095,0.7906,0.7981075000000001,751913.25,747308.1,752267.0,756663.675,40597.8,40104.325,40609.5,41020.6,28654227.09472852,23116176.785479523,29041759.687591024,33301196.19566133,644047.2962829573,636178.8800997373,643655.30622713,652128.9488721407,19102136.41375951,18481090.372582037,19054750.170485515,20138410.083700947,849688080.2069447,692483806.0681288,871336499.9269655,1008999312.6155405,0.00111,0.0008950000000000001,0.0011,0.0013524999999999998,3316.6452432012784,3000.903514883538,3321.0538483642945,3661.959839819186
71,0.9606999999999999,0.95358,0.9613,0.9658775,0.976955,0.9735900000000001,0.9774,0.979905,0.853985,0.8290575,0.8575,0.8704525,0.96896,0.9628424999999999,0.96945,0.9733575,0.992375,0.9906425,0.9925,0.9934525,0.79288,0.785,0.7928,0.8003275,764971.35,760396.1,765380.0,769774.6,40391.4,39901.075,40419.0,40839.15,29791563.794011913,24135671.52913868,29503160.609216813,34915063.48562929,658091.0076380156,649746.7852957904,658451.3508061727,666293.8352943943,20065674.45222754,19429958.9104956,19999009.394293852,21173791.619858976,893463984.9167168,732731460.168257,926734918.1829453,1038919095.237003,0.0011049999999999999,0.0009,0.0011,0.0014,3327.1827237944162,3038.521141352922,3295.2360259475436,3710.777328748945
72,0.961445,0.954165,0.96235,0.9669725,0.977195,0.973495,0.9777,0.9802575,0.8554499999999999,0.829755,0.8598,0.8729625,0.969845,0.963195,0.97055,0.9744,0.992535,0.9907900000000001,0.99275,0.9936525,0.79452,0.78629,0.7947,0.8009625,778365.9,773783.825,778859.5,783211.975,40204.95,39672.35,40221.0,40668.675,31134205.7023982,24946120.672236796,31066881.395151645,36969504.192357115,672106.7821680859,663489.7456600659,672785.9249385699,681221.220845222,21111972.39653308,20515413.14621894,21035406.68965956,22253008.604838543,946068551.2587583,768319219.7607358,980252501.6531073,1111027982.7488537,0.000995,0.0007475,0.001,0.0013,3381.7873089636523,3105.4224201316124,3344.8926707086976,3770.1506260258107
73,0.9621449999999999,0.9541875,0.9631000000000001,0.96773,0.9774200000000001,0.973475,0.9777,0.980805,0.85678,0.82784,0.8608,0.8761725,0.970655,0.963765,0.9716,0.97502,0.9926550000000001,0.990785,0.9929,0.9938575000000001,0.7961199999999999,0.78818,0.7968999999999999,0.8025575,792075.45,787509.0,792646.5,796981.625,40013.05,39457.275,40001.5,40488.0,32409101.489712685,25512821.419208117,32768521.867298245,38518998.53544176,686625.3487779679,678221.174720971,687469.5420156997,695877.2110411935,22185583.803334806,21477970.92785154,22158064.452523787,23415365.752318945,1000026271.481521,792045907.8084868,1033719000.5823375,1186626716.259842,0.0009350000000000001,0.0007,0.0009,0.0012,3433.0751231856348,3162.00354034928,3398.513092289787,3845.725894129538
74,0.96287,0.9549825,0.9638,0.968635,0.97768,0.9736225,0.978,0.9811099999999999,0.85831,0.82922,0.8613500000000001,0.8783225,0.9715149999999999,0.96477,0.9727,0.9759775,0.992805,0.9909375,0.99305,0.9940575,0.7975749999999999,0.790095,0.7987500000000001,0.8035875,806110.85,801563.9,806639.0,811138.2,39807.9,39266.575,39802.0,40313.775,33824663.53614947,26541917.173895516,34181658.92590396,40642826.74421294,701812.5540000728,692600.5348328473,702316.4685370146,710710.510871048,23327455.285264056,22563852.718330037,23283507.556614928,24610137.154511213,1059521304.9530942,839902432.2794706,1104798488.2158487,1258999487.6915329,0.0008749999999999999,0.0006,0.0009,0.0011524999999999999,3510.5041129643664,3243.077896954334,3478.169436676071,3927.6703422415408
75,0.9634750000000001,0.9556175,0.9646,0.96963,0.9778800000000001,0.9738325,0.9782,0.981415,0.859385,0.8290325,0.8635999999999999,0.880405,0.97226,0.965875,0.9735499999999999,0.97702,0.992915,0.9911424999999999,0.9932,0.9942575,0.798725,0.792475,0.79985,0.804145,820476.05,815976.425,821072.0,825629.8,39627.1,39107.65,39632.5,40145.6,35257499.28287293,27690953.010655984,35844501.443647645,42943971.44585757,717068.7978452763,707304.6090837956,717461.6890018259,725728.4392344395,24540818.779406376,23689748.216374733,24424864.44008966,25938040.900581133,1119876341.3432717,865332628.7839592,1167820194.2666683,1312741354.7751899,0.0008399999999999999,0.0006475,0.0008500000000000001,0.0010524999999999998,3565.470507085054,3277.916129177262,3544.1527172032293,3939.967818807917
76,0.9639200000000001,0.9569175,0.96555,0.96921,0.9779899999999999,0.97438,0.97865,0.9810625,0.859835,0.8328424999999999,0.8648,0.8794150000000001,0.97288,0.967185,0.9744,0.9771525,0.993025,0.991395,0.9934499999999999,0.9941525,0.799485,0.7945424999999999,0.80015,0.80372,835180.55,830735.3,835644.5,840503.0,39447.85,38928.125,39432.0,39983.475,36460920.50987215,29163053.70932848,38033635.2209028,43183604.76580028,732694.7623516698,722555.3287904845,733900.1598120015,741467.2988814368,25793499.46963409,24915037.67875518,25684629.12416784,27277446.87451647,1174088612.5469506,929491677.1008044,1239481132.705142,1372281242.3357656,0.0008500000000000001,0.0007,0.0009,0.001,3652.8154772932685,3394.7288580429145,3613.879211203361,4022.8272098947036
77,0.96465,0.9573325,0.9662,0.9700525,0.9782299999999999,0.974595,0.97855,0.9815050000000001,0.861385,0.8334075000000001,0.86545,0.88224,0.9737,0.96767,0.9754,0.9780099999999999,0.99319,0.991495,0.9936,0.9943525,0.79989,0.7963225,0.7997000000000001,0.803245,850248.8,845843.0,850642.5,855676.45,39263.15,38741.0,39303.0,39743.95,38120496.1749016,30035010.41189944,39686237.470574066,45388586.293013155,748867.6805488354,739105.1500751894,749536.6995335745,758258.0673302943,27121326.5505614,26176483.106268223,26980434.418019,28764559.91258132,1244538888.4654794,994650959.2915748,1309530555.6885529,1473865732.8877592,0.0008,0.0006475,0.0008,0.001,3715.748002531781,3445.1854682485114,3668.679982214515,4070.7733338718235
78,0.9653,0.9578650000000001,0.96675,0.9707625,0.978455,0.9746425,0.9788,0.9816525,0.8625999999999999,0.8333375000000001,0.8664499999999999,0.8845525,0.9744849999999999,0.9684075000000001,0.97605,0.9789625,0.9933400000000001,0.991695,0.99365,0.9945525000000001,0.800305,0.796845,0.8004,0.80413,865626.7,861241.75,866020.0,871094.6,39082.9,38523.775,39104.5,39590.35,39767372.28049855,31156349.604633905,41025124.26523213,47390874.04229848,765324.9346473373,754933.7572754151,766037.3044970457,775359.9009960219,28530305.46183884,27527739.618388,28332824.671466663,30238300.697803453,1316533687.5518303,1032777567.4031172,1373968320.22937,1540750214.6031182,0.000775,0.0006,0.0008,0.0009,3783.9744340533116,3536.850155023731,3727.682097703006,4152.869059302834
79,0.96608,0.95867,0.96765,0.9711525,0.9787700000000001,0.975085,0.9792,0.981805,0.864395,0.8344199999999999,0.86885,0.8853300000000001,0.9753450000000001,0.9693125,0.97685,0.9794525000000001,0.99354,0.991895,0.99385,0.9946525,0.80054,0.79678,0.8004,0.8047599999999999,881372.3,877039.425,881669.5,886873.2,38909.55,38384.325,38962.5,39433.1,41651913.25331375,32464613.120200388,43077520.08073316,49220354.214283094,782198.2985010534,771688.8649020452,783490.0730072887,792020.8246674807,30008202.690934904,28977888.16175653,29760349.67748684,31882598.82544142,1399513170.9501367,1085772547.4735377,1458227197.4359655,1643334130.5408616,0.000755,0.0007,0.0007,0.0009,3856.9623886421928,3584.849852787048,3797.987385494269,4242.934021578205
80,0.9666499999999999,0.9593125,0.9674,0.9716,0.97895,0.9752325000000001,0.979,0.9822,0.8653000000000001,0.8351475,0.8678,0.886335,0.976,0.9702075,0.9771,0.979905,0.99367,0.9920424999999999,0.99395,0.9947525,0.8005800000000001,0.7974375,0.8005,0.804925,897498.05,893085.85,897787.0,903030.6,38739.75,38190.95,38807.0,39224.675,43314343.6696727,33850795.92275521,44129658.45242225,50996133.73764461,799534.9220336878,788980.463857186,800704.1697117443,809996.498744446,31565632.519873846,30529957.805628818,31239605.837958716,33526870.791641455,1472942870.0057437,1143706260.8970585,1504335975.960091,1750287227.576943,0.0007700000000000001,0.0006475,0.0008,0.0009,3966.201943738846,3651.7860222486984,3950.4607974021897,4387.108424971188
81,0.9672750000000001,0.9595475,0.9681500000000001,0.97231,0.9792249999999999,0.9750475,0.97945,0.9826525,0.86668,0.8352275,0.8701,0.8889349999999999,0.9767150000000001,0.9706325,0.97775,0.9805525,0.99382,0.992095,0.994,0.9949,0.80076,0.7975075,0.8007,0.8048150000000001,913979.3,909523.55,914199.5,919623.1,38563.25,38012.2,38622.5,39031.4,45297265.94427165,34742150.25545678,45926017.50960201,53642989.69717697,817357.182393678,807072.555624761,818238.0130145239,828603.6480612011,33208460.622533076,32145681.68111265,32918624.965065144,35175043.2451605,1561545573.1394258,1201154611.2878065,1605570241.8943374,1877990203.4745889,0.00078,0.0006475,0.0008,0.0009,4041.254469036132,3781.1444156358407,4007.501799843976,4405.739158343289
82,0.968015,0.9603,0.9689000000000001,0.9731575,0.979565,0.975395,0.9797,0.9830525,0.868445,0.8369424999999999,0.87165,0.8913675,0.9774749999999999,0.9714375,0.97845,0.9814575,0.993985,0.9922475,0.99415,0.9951,0.8009600000000001,0.7976424999999999,0.8007500000000001,0.8056099999999999,930815.75,926167.1,931006.0,936627.7,38392.8,37853.4,38442.5,38915.175,47470674.77228778,36255151.97267538,47949647.29759325,57056448.72070587,835587.718402876,824451.1242965558,836447.6616538877,846258.8532718341,34910870.33494232,33771833.2487407,34642425.10668911,36968181.110016346,1660997140.633591,1276322079.3887239,1698885774.8886175,2004408480.6494524,0.0007700000000000001,0.0007,0.00075,0.0009,4111.77986164706,3896.309013912318,4075.1636883653673,4403.5432990206555
83,0.9686450000000001,0.9606325,0.96915,0.973905,0.97981,0.9754275,0.98005,0.98341,0.869735,0.836225,0.8725,0.8932875,0.97818,0.972,0.9788,0.9823575,0.99413,0.992395,0.9942,0.9952525,0.80109,0.7977175,0.80115,0.8051575000000001,948007.75,943291.325,948131.0,953917.125,38214.95,37635.025,38283.5,38705.5,49644620.11485467,37477778.35378225,48998686.16135326,59940585.549645655,854390.2990028132,843355.1114049423,855402.9555086391,865457.4691514977,36691986.30386992,35555131.932573915,36401152.17216661,38892876.59699424,1761071596.1691985,1344993683.13204,1822015538.2999701,2163480744.6031904,0.000715,0.0006,0.0007,0.0008,4219.757949225399,3930.9789660865285,4216.205088748602,4517.8854818999325
84,0.96932,0.9612125,0.9698,0.974805,0.980105,0.9757175,0.9802,0.98381,0.8712500000000001,0.8371925,0.8731,0.895945,0.9789,0.972685,0.9796,0.983205,0.99429,0.99249,0.99435,0.9954525,0.8011649999999999,0.7983475,0.8010999999999999,0.8051349999999999,965565.1,960742.125,965572.0,971545.025,38033.25,37436.525,38126.0,38502.5,52007429.66727411,38927748.51390497,51726360.24552982,63529343.67028388,873697.4370445497,862378.1307352555,873949.4154467902,885749.6509326146,38609540.07255856,37362183.1381176,38338964.52757852,40993381.13863752,1872215626.83806,1431510994.280801,1894213406.4236274,2327691201.629118,0.000715,0.0006,0.0007,0.0009,4299.965879438194,3998.3183758864966,4318.761287137704,4626.728288571327
85,0.9693950000000001,0.9624550000000001,0.96955,0.9753525,0.980005,0.9761650000000001,0.9801,0.9838575,0.87027,0.840795,0.87115,0.896345,0.979195,0.9739275000000001,0.9793499999999999,0.9836625,0.9943350000000001,0.9927900000000001,0.9944,0.9956050000000001,0.801175,0.798495,0.8012,0.8052075000000001,983467.85,978632.775,983257.0,989534.65,37862.85,37271.35,37929.0,38369.2,53273294.106005594,41267511.59270944,53455056.27081145,67071733.20434739,893238.8547021275,880600.1278061628,893339.920632792,905449.242726792,40650016.626534685,39269630.05877596,40514225.28752598,43266779.71996492,1939078671.3222427,1524043327.0219207,1952041194.5509129,2407861050.63501,0.000735,0.0006,0.0007,0.0009,4345.6682559795845,4033.3236044985847,4373.468212338494,4656.380380613573
86,0.96996,0.963365,0.97035,0.97581,0.980255,0.976565,0.98045,0.9841,0.87131,0.8428875,0.8728,0.897315,0.979805,0.9748375,0.98015,0.9842675,0.99447,0.9930424999999999,0.9944999999999999,0.9957050000000001,0.8013199999999999,0.7990375,0.80165,0.804855,1001799.85,996961.275,1001401.0,1007974.7,37683.05,37098.675,37725.0,38215.35,55616468.46539167,43398001.747486725,55199363.78572686,70123981.62202993,913599.9084269276,900818.5399760485,914373.1330480592,925316.3825173969,42775878.4329669,41274520.565787494,42550702.198259905,45704787.43712484,2051138828.7968354,1638115252.7575955,2013388830.7677276,2591673703.371245,0.000755,0.0005475,0.0008,0.0008524999999999999,4424.528525761356,4156.252924254134,4391.2362259677175,4800.027263807648
87,0.9704050000000001,0.9642125,0.97065,0.97661,0.9803749999999999,0.9769175,0.98035,0.9843575,0.87191,0.8447875,0.8714,0.9001575,0.980345,0.9756375,0.98055,0.985015,0.994595,0.9932424999999999,0.9946,0.99581,0.8011900000000001,0.7983275,0.8014,0.8055325,1020532.45,1015716.0,1019919.5,1026715.75,37496.7,36898.55,37523.0,38039.075,57902143.99360746,45586246.91606891,56751736.279104605,73396211.14601421,934716.9000193037,921302.8750654584,935356.148117211,947578.332423057,45040401.72923693,43421195.8180535,44956022.45746325,48162649.66577341,2159804172.5806756,1742207517.5897293,2151222667.4202986,2772484577.265854,0.000715,0.0006475,0.0007,0.0008,4515.457976437322,4288.099731229566,4510.3103564403245,4843.536646468046
88,0.9710050000000001,0.96507,0.97065,0.9771150000000001,0.980645,0.97737,0.9804,0.9845625,0.873225,0.84708,0.8722000000000001,0.9013775,0.9809850000000001,0.976595,0.98075,0.9854674999999999,0.994735,0.9934425,0.9947,0.99591,0.80094,0.7982375,0.8009,0.8051125,1039704.85,1034874.625,1038950.5,1045939.425,37321.7,36728.45,37367.0,37850.4,60581292.87405391,47801412.57366896,58726342.7382935,76586572.14363311,955962.450882623,942355.2656049794,956442.0129270074,969183.1673804733,47437290.11996597,45523067.63109784,47394332.3053765,50856043.892368585,2290159253.557605,1835388274.2548523,2272189294.5129385,2922443570.254928,0.000715,0.0006475,0.0007,0.0008,4599.056533307374,4357.732010689832,4584.465635657251,4953.282250373333
89,0.971505,0.965675,0.9712000000000001,0.9770525,0.9808999999999999,0.9778225,0.9807,0.9847525,0.8740450000000001,0.8485050000000001,0.8725,0.899615,0.981495,0.9772,0.9813,0.98551,0.994845,0.9935425,0.99485,0.996005,0.8010949999999999,0.7975800000000001,0.8008500000000001,0.80516,1059294.4,1054507.5,1058255.0,1065554.55,37143.3,36554.15,37157.5,37651.2,62995897.43787068,49605754.64963499,61494483.86047673,78706067.36191356,977958.8720352812,963880.8594072142,978594.2663760348,991255.3919477536,49936887.29276941,47856335.952323824,49772867.56057832,53636717.60424476,2411221939.760881,1954222282.0198882,2402615228.172864,2993853858.323807,0.000745,0.0007,0.0007,0.0008524999999999999,4684.662523605651,4436.906388944104,4651.011119870884,5071.022712933054
90,0.97202,0.9667275,0.97185,0.9778,0.9811500000000001,0.9783225,0.98085,0.985205,0.875135,0.85161,0.8733500000000001,0.901915,0.9820399999999999,0.9781475,0.98175,0.9862575,0.994955,0.993795,0.995,0.996105,0.8010999999999999,0.7981425,0.80105,0.80514,1079250.35,1074558.7,1078024.0,1085515.05,36962.9,36348.8,37007.5,37489.825,65800969.379443645,52537104.59917562,64541073.62907654,83915636.99896473,1000572.3762489397,985409.1397992836,1001929.7276624723,1014286.8329825305,52534489.843619265,50285031.20096941,52289302.295442805,56474862.700064465,2551208193.677918,2095267314.139809,2500050846.9724197,3228073456.62864,0.0007,0.0006,0.0007,0.0008524999999999999,4760.124895241998,4473.933567110053,4745.879337180064,5146.858717572865
91,0.97271,0.9675425,0.97275,0.978405,0.981505,0.97868,0.98125,0.98551,0.87693,0.8536375,0.8765000000000001,0.90376,0.98267,0.9789375,0.9823500000000001,0.9866,0.99511,0.994,0.9952,0.9962525,0.8013199999999999,0.7984275000000001,0.80125,0.8039575,1099664.8,1095081.9,1098445.5,1106069.925,36780.85,36179.85,36836.0,37312.575,69048041.83322267,55093813.66847718,68308534.89908507,87311605.41177766,1023778.0922173206,1007795.7152347944,1025612.9997286899,1037898.7435637603,55274384.43199297,52632742.36061059,55036578.57285737,59375337.00017597,2719291192.6439624,2242701734.469131,2673697481.2546406,3447343295.2006755,0.000715,0.0006,0.0007,0.0008524999999999999,4865.580575915236,4542.291457512172,4862.223146828085,5310.494576167148
92,0.9728199999999999,0.96739,0.9731000000000001,0.978705,0.9814999999999999,0.9785325,0.98135,0.985305,0.876125,0.85139,0.87685,0.903155,0.982905,0.9792474999999999,0.9830000000000001,0.987005,0.9951599999999999,0.994,0.99525,0.9963525,0.8013600000000001,0.798395,0.80135,0.803905,1120521.7,1116126.25,1119376.0,1127118.5,36596.05,35987.0,36672.5,37122.9,70817923.42930302,56199773.576279715,70885852.12217385,91089243.57717958,1047620.6224016566,1031621.1732432164,1049309.7450182084,1062641.6674759418,58104866.6449153,55437379.60634313,58026719.376568794,62817216.987652406,2824540702.3908367,2266312485.359372,2812046293.2433343,3356795659.623594,0.0007250000000000001,0.0006,0.0007,0.0008,4984.450225330818,4594.961769900779,4996.210968370582,5427.023696540325
93,0.97323,0.968395,0.97295,0.9793525,0.981685,0.9789475,0.98105,0.985705,0.8768900000000001,0.854775,0.87665,0.9052025,0.98336,0.979995,0.9832000000000001,0.9875,0.99526,0.9942,0.99535,0.9964525,0.801045,0.79829,0.8005,0.8041525,1141776.4,1137487.425,1140612.0,1148515.6,36417.85,35767.075,36440.0,36954.1,73709162.05650336,59459970.06053347,73736107.14714095,95861062.7893165,1071834.9218084277,1054791.8672065171,1073469.066740138,1087252.135380134,61054906.16691865,58300054.2060453,60740138.32583937,66178204.67040172,2983411692.8416862,2420431622.324169,2974255594.21865,3595533497.8604336,0.000715,0.0006,0.0007,0.0008,5074.503475337211,4656.665840266228,5058.036359030173,5445.657966599907
94,0.9737500000000001,0.9689,0.97355,0.9792,0.9819749999999999,0.9793,0.98135,0.9856050000000001,0.8780749999999999,0.85556,0.8773,0.9036925,0.98383,0.9805425,0.98375,0.9875525,0.9953749999999999,0.9942949999999999,0.99545,0.9964525,0.8008900000000001,0.7980425,0.8009,0.804655,1163487.15,1159207.35,1162378.0,1170329.175,36238.5,35605.075,36265.0,36781.4,76906590.20236987,61737139.722387575,76181106.02908164,97679626.7424553,1096719.0435654758,1078680.7165364753,1099022.6588669806,1112250.1021394455,64165073.53938969,61417989.33422284,63970637.438103825,69544009.94016138,3161689453.9422655,2536543237.3474464,3181179410.408945,3779920093.6366405,0.00071,0.0006,0.0007,0.0008,5167.302218407252,4730.7578413775855,5203.719114522319,5521.858682882498
95,0.974245,0.9699475,0.9739,0.978945,0.98223,0.97948,0.98165,0.98543,0.8792099999999999,0.859685,0.8771,0.9019125,0.9843149999999999,0.9814425,0.98405,0.9875775,0.99549,0.994495,0.9955,0.9964575,0.800635,0.7973475,0.8002,0.8039875,1185684.9,1181258.825,1184611.5,1192717.325,36067.2,35432.975,36108.5,36596.975,80236251.28037067,65329450.76839088,79087209.20804152,99058956.18068947,1122101.3092887276,1103719.4523834635,1124611.2669926775,1137669.642841441,67508793.32938729,64726450.09306781,67454833.08495048,73289948.71581863,3344496720.650445,2674716168.826686,3348684237.476947,4041069363.439456,0.00074,0.0006,0.00075,0.0008524999999999999,5293.909307762957,4915.234405861435,5268.6169928759755,5692.573861116771
96,0.9746750000000001,0.9704849999999999,0.97435,0.97965,0.9824149999999999,0.9796425,0.982,0.9857775,0.880045,0.85976,0.87945,0.90416,0.9847250000000001,0.981885,0.98445,0.9879875,0.9955999999999999,0.9946425,0.9956,0.9965575,0.8005599999999999,0.7973750000000001,0.80015,0.8048725,1208303.5,1203773.575,1207336.5,1215323.15,35892.15,35281.0,35962.5,36419.25,83732151.36572763,68183570.00951935,82919308.83058754,104427041.01290746,1148301.9816845865,1130092.9669123595,1150071.2610349543,1164126.6302258621,70984539.0940919,67944214.12010531,71033425.95937562,76690679.16267854,3531513103.174821,2827574925.6297255,3551986387.339408,4343938959.947933,0.000735,0.0006,0.0007,0.0009,5374.509331748474,4977.260833562408,5396.627578199048,5878.778720814458
97,0.975,0.9708424999999999,0.9749,0.9799599999999999,0.9825849999999999,0.9796125,0.9823500000000001,0.98594,0.880255,0.860335,0.8805000000000001,0.90463,0.98507,0.9822,0.9849,0.9882925,0.99566,0.9947475,0.9957,0.99661,0.800645,0.797795,0.8001,0.8046099999999999,1231402.6,1226576.9,1230587.0,1238537.25,35719.2,35121.1,35784.5,36274.25,86663105.36589095,70840051.85894768,86869979.0906428,108539172.10897589,1174678.34398987,1156206.08804663,1176019.9425383362,1191248.612898833,74714741.84218344,71502399.3323349,74457543.50587726,80693807.02371815,3713589834.467538,2915674051.364023,3661855706.8683004,4625271830.025349,0.0007199999999999999,0.0006,0.0007,0.0008524999999999999,5476.735859313472,4996.667601335031,5492.567328783278,6050.0998625605735
98,0.9755900000000001,0.9714275,0.9756,0.980365,0.982935,0.97986,0.98285,0.9862449999999999,0.882055,0.8617275,0.88225,0.9059225,0.9855750000000001,0.9827375,0.98535,0.9885975,0.995795,0.994995,0.99585,0.9966625,0.8003899999999999,0.797395,0.7999,0.805415,1254958.9,1249887.625,1254444.0,1262184.675,35557.85,35029.275,35618.5,36093.35,90957055.0259033,75228957.22335587,91871261.83599487,113524770.27638088,1201605.2240603324,1182570.7520047838,1203322.9177654143,1217763.3910604273,78640985.92095652,75014321.1052857,78254809.89907613,85255209.41783768,3958563514.326761,3085349366.8699894,3928094405.4078655,4956524153.843405,0.00073,0.0006,0.0007,0.0008524999999999999,5581.896760883365,5158.430359386545,5588.975839181843,6166.709414059801
99,0.976155,0.97228,0.97635,0.980865,0.98325,0.9803125,0.9831000000000001,0.986445,0.883745,0.864785,0.8837999999999999,0.90757,0.9860200000000001,0.98339,0.986,0.9889975,0.9959049999999999,0.9951475,0.996,0.99681,0.8000399999999999,0.7965475,0.79955,0.8041525,1278951.15,1273759.575,1278591.0,1286301.0,35398.75,34920.05,35455.5,35908.975,95377808.25664124,79708015.98684466,96964531.6517091,119977787.56086503,1229014.4844960382,1209503.241925818,1230324.2139784615,1246355.7335965415,82505353.01576403,78691388.19612189,82130072.27781922,89305155.22353287,4217496463.922357,3333133974.8377047,4179274320.2200527,5337436180.599058,0.0007250000000000001,0.0006,0.00075,0.0008,5633.065660580882,5257.946515882743,5682.148599432519,6129.445903926471
