ano,gini_total_mean,gini_total_p025,gini_total_p500,gini_total_p975,gini_financeiro_mean,gini_financeiro_p025,gini_financeiro_p500,gini_financeiro_p975,share_top1_mean,share_top1_p025,share_top1_p500,share_top1_p975,share_top10_mean,share_top10_p025,share_top10_p500,share_top10_p975,share_top50_mean,share_top50_p025,share_top50_p500,share_top50_p975,taxa_propriedade_mean,taxa_propriedade_p025,taxa_propriedade_p500,taxa_propriedade_p975,preco_imovel_mean,preco_imovel_p025,preco_imovel_p500,preco_imovel_p975,populacao_mean,populacao_p025,populacao_p500,populacao_p975,riqueza_media_mean,riqueza_media_p025,riqueza_media_p500,riqueza_media_p975,riqueza_media_c0_mean,riqueza_media_c0_p025,riqueza_media_c0_p500,riqueza_media_c0_p975,riqueza_media_c1_mean,riqueza_media_c1_p025,riqueza_media_c1_p500,riqueza_media_c1_p975,riqueza_media_c2_mean,riqueza_media_c2_p025,riqueza_media_c2_p500,riqueza_media_c2_p975,frac_rent_renda_mean,frac_rent_renda_p025,frac_rent_renda_p500,frac_rent_renda_p975,divida_media_mean,divida_media_p025,divida_media_p500,divida_media_p975
30,0.90323,0.8967425,0.90225,0.914905,0.958445,0.955675,0.9578,0.9628325,0.7010449999999999,0.683515,0.6974,0.72912,0.9170149999999999,0.9108275,0.9161,0.92707,0.9832150000000001,0.981795,0.98315,0.98504,0.694435,0.6903900000000001,0.6942,0.7015724999999999,410683.05,408179.575,410910.5,412919.825,51324.1,50737.75,51340.5,51676.725,4767023.317249285,4374837.127871161,4712716.005383233,5544940.186158968,283328.85545417777,281231.94772671995,282803.1827234946,287496.5680621335,3044187.0406931886,2969014.944460553,3044204.0446257386,3129552.4856292484,90735846.16930373,83196919.22254777,88698923.66501108,105340212.43526798,0.0040550000000000004,0.0039,0.0041,0.0041525,2391.3319677656677,2249.3012877586784,2418.7145235671123,2531.0417064535586
31,0.9057700000000001,0.8994424999999999,0.90505,0.9174425,0.9590400000000001,0.9560075,0.95845,0.9635325,0.7062299999999999,0.6863125,0.7029,0.7354149999999999,0.9192450000000001,0.912875,0.9185,0.9293075000000001,0.9837,0.9821949999999999,0.9837,0.9855875,0.69603,0.6916424999999999,0.69555,0.70262,415623.8,413138.1,415905.5,417867.125,51132.35,50577.35,51162.5,51501.25,5007149.673647835,4594852.997750602,4978121.512300484,5838172.902650442,287904.55704367964,285817.7521136727,287588.9425735215,291985.5852986299,3183792.134257225,3103942.6168865836,3181741.0846975073,3270963.092884021,96196430.30646767,88341715.63853958,93680799.8013851,112281878.21070503,0.004045,0.0037475,0.0041,0.004252499999999999,2368.1613590732445,2224.7989651251737,2375.7172350315172,2523.2941974934083
32,0.908355,0.9023475,0.9077,0.919165,0.95971,0.956755,0.9591000000000001,0.9640225,0.7116849999999999,0.6922775,0.70855,0.7392299999999999,0.9215199999999999,0.915385,0.9208000000000001,0.9308775,0.984205,0.9827475,0.9843,0.98593,0.6973550000000001,0.6927275,0.69685,0.703615,420868.7,418381.475,421142.0,423158.075,50944.05,50416.75,50981.5,51330.125,5266425.469217488,4838590.194372788,5259835.39726353,6087154.877586655,292674.2694637515,290547.3650921499,292263.7063807942,296651.71410521906,3330895.9560026876,3243733.189446346,3328244.8450827086,3432041.6978733786,102100308.17689866,93741462.23967941,99264863.43319264,118433300.91937114,0.00402,0.0038,0.004,0.004252499999999999,2344.55774103205,2206.6694606485053,2353.2952820529104,2468.938269721272
33,0.910535,0.9048475,0.9104,0.919415,0.96021,0.9574550000000001,0.95965,0.96374,0.71621,0.6977975,0.71455,0.7383375,0.923385,0.9175800000000001,0.9231,0.9310849999999999,0.98461,0.9832474999999999,0.9847,0.9859675,0.6989650000000001,0.6945125,0.6991,0.70535,426417.95,423939.575,426602.5,428742.45,50736.4,50226.275,50774.5,51128.875,5519602.550580629,5082419.161896143,5529179.302115969,6246531.496320803,297737.30150653067,295508.4827648117,297339.59285282466,301735.1285658602,3487642.340179651,3396181.8769491445,3486525.0807824396,3593484.120293904,107904482.15533733,99374280.6412698,105576339.241606,122086120.50034769,0.004005,0.0037,0.004,0.0042,2317.879893036307,2157.763678986155,2336.8004200153046,2471.9214185581595
34,0.91253,0.90637,0.9122,0.9212,0.9607100000000001,0.958165,0.9604,0.9641875,0.720835,0.7025325,0.7206,0.74266,0.9250399999999999,0.9190174999999999,0.9247,0.93267,0.98498,0.9835900000000001,0.9851,0.9863675,0.700405,0.6956875,0.70025,0.7062925,432270.8,429782.275,432375.5,434631.075,50525.45,50038.75,50583.0,50924.75,5777940.979691861,5312148.080086352,5755219.587443377,6544703.469713003,303015.8198850984,300662.45143315726,302537.3372060416,306837.52887699933,3652624.1149545624,3555372.587640369,3654239.1216761945,3759092.1526796566,113910742.42603624,104894738.9760505,112145136.89556432,129036224.8626577,0.00397,0.0037,0.004,0.004252499999999999,2294.6300410256217,2129.7273576945604,2314.767197567352,2414.235764683793
35,0.9147399999999999,0.9088849999999999,0.91455,0.9236525,0.96132,0.9590650000000001,0.9609,0.9647875,0.725865,0.7092025000000001,0.72205,0.7475275,0.9269299999999999,0.92118,0.9269499999999999,0.9348275,0.9854200000000001,0.9841424999999999,0.9856,0.9868675,0.701835,0.6968175,0.702,0.707835,438411.95,435936.3,438449.0,440793.4,50316.95,49833.85,50361.5,50709.275,6075332.124835015,5589655.306767114,6041570.732910529,6932984.599833428,308578.49715793796,306220.5819479972,308208.78213317425,312638.78783712257,3822610.789585038,3724328.7960313703,3825693.779822559,3936349.9195965454,120849757.13519022,111656285.01203993,118225669.0905106,137698664.7656976,0.003905,0.0036475,0.0039,0.0042049999999999995,2280.63903024927,2125.27795188681,2264.2516243153004,2428.9623351277974
36,0.9165300000000001,0.911475,0.91595,0.9259625,0.961675,0.959565,0.96115,0.9652499999999999,0.729715,0.71424,0.72675,0.75093,0.9283950000000001,0.9233125,0.9284,0.936785,0.9857549999999999,0.9846375,0.9858,0.98732,0.70339,0.69858,0.70375,0.70932,444830.95,442367.85,444889.5,447261.875,50095.05,49611.35,50133.5,50453.05,6359541.259178946,5894365.898477418,6293692.298726378,7334621.8790729605,314357.88075707154,312130.54034237954,313821.33571372554,318536.1820309703,4004398.113658259,3899660.7858973546,4005035.3189691016,4122887.2852700627,127520177.85244551,117850497.68222766,125260035.11120492,146957380.9274523,0.00388,0.0036475,0.0039,0.0041,2263.7621769510893,2122.2424837251942,2274.285050629028,2404.725743359715
37,0.9183350000000001,0.91326,0.9178999999999999,0.927315,0.962245,0.9599650000000001,0.96195,0.965645,0.734295,0.71754,0.7318,0.7549600000000001,0.9298399999999999,0.92475,0.9295,0.9378949999999999,0.98608,0.984985,0.986,0.9875725,0.705055,0.700195,0.70505,0.7102925,451541.5,449104.375,451656.5,454033.825,49860.05,49415.55,49908.5,50175.225,6661786.683544178,6167818.352983514,6581266.9972172,7651755.397414379,320485.09414057,318041.09862950334,319942.48458605225,324494.5364154564,4193985.697819407,4085279.16358308,4200667.5104870945,4327329.991591548,134798005.7864437,124243452.61373541,133017376.21681441,155166508.1394307,0.00383,0.0036,0.0038,0.0041,2258.7854817279044,2082.8627226841427,2259.692022122995,2444.3826181108207
38,0.9201499999999999,0.9145475,0.9195,0.9292725,0.96273,0.96057,0.9624,0.966345,0.7385349999999999,0.7226075,0.73585,0.7602325,0.931275,0.92569,0.93085,0.9395,0.9863950000000001,0.9851949999999999,0.9864,0.9879675,0.70695,0.7019949999999999,0.7069,0.7117825,458528.85,456128.725,458639.5,461070.275,49614.85,49189.575,49654.5,49941.8,6991579.361324696,6416967.893958664,6848673.570920648,8055319.741896918,326997.25257668766,324351.58575922524,326614.3443158901,330975.4259480268,4388037.915182514,4274766.888080513,4390100.411943584,4527635.89434168,142460855.13584873,131170399.9573565,140459949.22977608,164824489.57310137,0.0037749999999999997,0.0036,0.00375,0.0040525,2271.824927412333,2097.4350804397195,2265.81197388926,2437.564545263623
39,0.9219200000000001,0.91647,0.9214,0.9308875,0.963285,0.96118,0.96295,0.966855,0.74346,0.7276,0.7415,0.76462,0.9326650000000001,0.9272025,0.93225,0.9407675,0.98669,0.9855375,0.9867,0.988225,0.708675,0.7039424999999999,0.70905,0.71322,465752.0,463437.425,465738.0,468323.05,49366.9,48968.8,49381.0,49725.95,7330214.58945892,6730810.205485355,7242563.710055537,8458217.031901415,333597.4043292721,330715.4647538639,333206.8491429759,337488.6380158493,4596719.587275686,4481101.012821129,4598034.52345724,4736009.941703554,150882415.40916508,137064248.8443614,149447779.4057719,174891678.6477969,0.0037600000000000003,0.0035475,0.0038,0.0039,2251.028709943658,2104.0422151355165,2238.8597630723457,2444.9147858823812
40,0.9238899999999999,0.918675,0.9237500000000001,0.9325249999999999,0.9638899999999999,0.96189,0.96355,0.96746,0.74875,0.734935,0.74735,0.770035,0.93428,0.928955,0.9340999999999999,0.9420999999999999,0.987025,0.98589,0.98705,0.98852,0.710785,0.7061475,0.71145,0.71571,472977.45,470627.15,473004.0,475627.175,49094.25,48694.05,49081.5,49464.375,7708017.237858368,7076184.890530055,7629117.140780013,8880329.714251919,340466.7623513978,337426.1397075808,339869.3064892751,344750.63362769637,4811366.506820229,4680793.054540722,4814354.130426704,4964443.710995646,160200555.69680014,145998570.26978698,158224949.63566804,185938960.04670703,0.003685,0.0034475,0.0037,0.003952499999999999,2265.3614331477193,2122.3124084768215,2258.241821341934,2440.2676302041186
41,0.925605,0.9208225,0.9252,0.9336925,0.96438,0.9624900000000001,0.9642,0.967575,0.7535499999999999,0.7408875,0.7535499999999999,0.771935,0.9356899999999999,0.9308025,0.9353,0.943205,0.9873049999999999,0.98629,0.9873000000000001,0.9887724999999999,0.712785,0.70869,0.71345,0.7177,480125.3,477526.55,480077.0,482959.8,48828.45,48443.75,48813.5,49187.675,8068484.205950627,7431291.915583111,7963628.431038685,9258805.30783344,347249.53396934306,344387.8745088857,346924.0403226204,351736.3289978558,5031575.770369497,4894023.635905358,5042429.1932524815,5189501.123178198,169303475.6047147,154335770.0039357,168106161.36711687,193667338.4929625,0.0036450000000000002,0.0034475,0.0037,0.0039049999999999996,2245.325878870296,2069.9465788434723,2239.3096691665296,2482.320268261746
42,0.927375,0.9225475,0.92715,0.9349225,0.9648899999999999,0.9630325000000001,0.9648,0.9680275,0.758505,0.74551,0.75815,0.7767124999999999,0.9371700000000001,0.93218,0.937,0.94404,0.98756,0.986495,0.98755,0.98893,0.715195,0.71076,0.71565,0.7203674999999999,487222.35,484449.6,487056.0,490270.6,48535.75,48135.125,48527.5,48918.75,8452756.49556163,7753299.093106404,8352316.9398469925,9665524.092412345,354274.141410806,351121.0046107632,353944.3837757141,359057.4427135041,5257581.238253522,5113424.247618581,5261053.010280501,5427507.4007352535,179190817.46045887,164415378.67516932,177916928.29023805,206389415.75727773,0.00363,0.0034475,0.0036,0.0038524999999999996,2249.504432578506,2062.190998206149,2257.783910908928,2429.410406424139
43,0.929115,0.92426,0.92925,0.93655,0.9653499999999999,0.9633475,0.9652,0.9686224999999999,0.762985,0.748795,0.7628999999999999,0.78102,0.93869,0.93384,0.93865,0.9454675,0.9878199999999999,0.9867900000000001,0.9879,0.9891725,0.717535,0.7133425,0.7174,0.7230675,494360.5,491445.075,494083.5,497773.0,48246.15,47819.15,48244.0,48617.15,8857341.111273369,8145559.025092114,8810805.742145587,10134059.970494984,361375.6885868254,358142.1370359001,361205.0001646901,366582.81219224684,5489552.839356533,5342587.375293955,5495124.781253917,5682267.917667163,189567862.0919517,173439830.6718903,189108793.5873018,217531410.6775153,0.003505,0.0033,0.0035,0.0037524999999999998,2260.6333888259387,2048.8546190146267,2270.3330589842585,2491.2221436310906
44,0.930595,0.9253075000000001,0.9306000000000001,0.9378425,0.9657399999999999,0.963295,0.96545,0.9689425,0.767145,0.7497174999999999,0.76755,0.78589,0.9399150000000001,0.9346975,0.9401,0.9464125,0.988025,0.9870375,0.98805,0.98933,0.720005,0.71467,0.7206,0.725315,501563.7,498483.05,501273.0,505337.75,47954.25,47522.575,47967.0,48310.575,9244605.12590544,8486691.210180808,9175761.131429192,10575932.0505881,368660.56898447487,364855.64465078135,368551.2962154332,373855.1479507147,5734271.061196134,5589121.962951494,5735162.473450115,5936200.168288611,199885541.49555698,183121970.81862396,198313690.31095755,227894095.27919567,0.00344,0.0031475,0.0034,0.0036,2281.3199745885063,2038.6549171836036,2280.288255542731,2521.845945804968
45,0.93232,0.926725,0.9322999999999999,0.939205,0.966295,0.9636275,0.96635,0.9694475,0.77233,0.753535,0.7723,0.7908,0.94138,0.9357725,0.9417,0.9475224999999999,0.9882799999999999,0.9872325000000001,0.9883,0.98963,0.722445,0.7173025000000001,0.7228,0.7289924999999999,508836.65,505595.7,508532.5,512940.275,47652.5,47134.175,47670.5,48032.725,9696128.366480466,8838775.62455303,9608228.141356833,11089150.563118637,376096.5382742944,372155.487849555,376006.83511875337,381818.6606244331,5992452.7703981735,5851066.169296622,5991043.79628069,6213227.524213612,211962752.8638368,193236890.75095737,209384399.81174076,243366861.5707286,0.003365,0.0031475,0.0033499999999999997,0.0036,2288.5793532918115,2062.1324912392556,2292.112010450799,2578.0449900361364
46,0.933385,0.924555,0.9338,0.940685,0.96652,0.9627975,0.96655,0.9699425,0.7753099999999999,0.7502175,0.7771,0.7955224999999999,0.9422750000000001,0.933575,0.94285,0.9487975,0.98841,0.98657,0.98855,0.98973,0.725005,0.7203275,0.7253499999999999,0.7316875,516210.5,512831.525,515878.0,520602.025,47350.9,46836.65,47373.0,47753.525,10083377.79579492,8736712.457515875,10055057.600285556,11604578.782883318,383758.3677843966,380024.28488339874,383653.21839679393,389907.6470010101,6261365.870208578,6119345.271158372,6247435.019521274,6501927.401067102,222347231.90625286,192751972.66274017,222493182.7449878,256023709.74247304,0.003315,0.0030475,0.0033,0.0035524999999999997,2282.132850543286,2097.989581934399,2274.397076139916,2555.5033259642414
47,0.935045,0.9266175,0.93555,0.9425325,0.9670799999999999,0.96355,0.9672499999999999,0.9706375,0.780295,0.7565850000000001,0.78205,0.80066,0.9436350000000001,0.9353899999999999,0.9444,0.9501975,0.988655,0.9869225,0.98875,0.99003,0.727925,0.7230424999999999,0.7286,0.7341775,523715.0,520155.35,523355.5,528342.025,47029.75,46543.475,47043.0,47478.625,10566433.847350657,9182119.459240494,10563219.905694848,12240970.87941091,391772.70803422935,387820.4625389164,391845.5001884013,397920.1027070919,6544933.9097698815,6401492.455163378,6528243.694705665,6802661.089292232,235653116.3371548,203424290.7227058,234215748.24794924,272157974.9250485,0.003225,0.0029475,0.0032,0.0034525,2322.014307168997,2140.6640918944704,2307.78049660404,2561.086682006066
48,0.9365349999999999,0.9274924999999999,0.9371,0.9442225,0.9675750000000001,0.9635325,0.9679,0.9712325,0.784825,0.7580899999999999,0.78715,0.8055874999999999,0.944895,0.936065,0.94545,0.95164,0.9888600000000001,0.9870375,0.98895,0.99023,0.730635,0.725595,0.7311,0.737135,531328.75,527674.825,530919.0,536173.2,46722.65,46232.125,46737.0,47178.275,11061182.113169672,9500122.799184896,11086600.098574236,12885975.999206241,399868.6063741023,395801.2063135787,399720.45267999655,406381.11871577427,6839316.112049689,6685819.318933958,6819392.222082788,7113926.599450041,249066029.69555506,214621739.4216125,247564240.08633596,288908224.05030286,0.00313,0.0029,0.0031,0.0033524999999999996,2326.5925948227405,2143.515257866725,2325.698837915638,2509.2800607964577
49,0.938015,0.92926,0.9388,0.94587,0.968125,0.9642375,0.9678,0.9719325,0.7893950000000001,0.7633150000000001,0.7899499999999999,0.8106399999999999,0.946165,0.937585,0.9463,0.9530875,0.9890549999999999,0.9872375,0.9891,0.9904775,0.7333999999999999,0.7279,0.73355,0.74024,539104.7,535438.975,538700.5,544097.05,46403.9,45900.325,46441.5,46841.9,11575200.960132437,9924237.544601602,11594474.166689917,13554683.54058987,408242.73957204586,404026.54277713504,408048.532840344,414993.0186718041,7149061.675004428,6979532.538213291,7117185.051984158,7449355.7687791325,263321908.99255642,227928717.87614194,259408578.67018077,309313294.7812267,0.00303,0.0028474999999999998,0.003,0.0032524999999999997,2355.832567298203,2181.861994025104,2342.103197188807,2571.5043399459564
50,0.9393549999999999,0.9310125,0.93975,0.9474075000000001,0.9685900000000001,0.9648424999999999,0.9682999999999999,0.97258,0.7934,0.7685575,0.7926,0.816605,0.947335,0.9391375,0.94755,0.9543725,0.98924,0.9875375,0.98935,0.9906775,0.7365,0.7310650000000001,0.73675,0.743255,547044.05,543183.75,546610.0,552176.95,46081.9,45544.9,46095.0,46512.925,12098194.058016352,10416506.56826558,12124120.867738545,14247505.19268163,416926.48525014124,412983.3862352201,416803.8347447849,423801.5899590028,7473053.945078027,7291204.708243091,7443696.656027608,7788018.519214912,278278845.3554779,239797683.90440932,275114558.07690245,328800432.50903916,0.0029950000000000003,0.0027475,0.003,0.0033,2378.909449473569,2175.71149976871,2371.0397092443272,2601.7424718212824
51,0.94069,0.9328225,0.94125,0.9481999999999999,0.9691000000000001,0.9656425,0.9689,0.9731474999999999,0.797805,0.7747575,0.7979,0.8226775,0.9485049999999999,0.9406475,0.9489,0.9551075,0.9894149999999999,0.9877900000000001,0.9896,0.990835,0.739495,0.7343325,0.7394499999999999,0.7457849999999999,555149.2,551167.15,554736.0,560370.0,45760.05,45220.325,45791.0,46164.4,12638696.174679022,10921795.242786808,12768863.11497953,14834813.74316566,425875.12530731177,421655.0886306227,425666.80746795103,432642.5717468302,7813330.396218486,7612933.7150500305,7781966.71122267,8140345.78267835,294275107.4127215,253959057.4644939,291442919.2297286,350619736.9640122,0.002845,0.0026475,0.0028,0.0031,2391.0545450290333,2187.8188644719808,2382.2425767678924,2630.763489225087
52,0.9421100000000001,0.9336475,0.94265,0.949595,0.96965,0.9659375,0.9694499999999999,0.9735475,0.8023049999999999,0.77789,0.80315,0.827415,0.94973,0.9411174999999999,0.95035,0.9563024999999999,0.989615,0.987795,0.98975,0.9909825,0.7425200000000001,0.736665,0.7423500000000001,0.748555,563431.45,559349.55,563135.5,568745.55,45437.85,44902.6,45470.0,45881.025,13243412.98242701,11276804.565057084,13298372.751260817,15548024.701274188,435103.4699447512,430705.42430829623,434841.0619734447,441888.06141602877,8177656.490973596,7965822.892946568,8142873.555625634,8525575.562943961,311991889.7529191,268656093.1844622,310908621.5435431,372893807.4174878,0.002725,0.0025,0.0027,0.0029525,2426.864164992271,2213.1422439252656,2439.644968921536,2707.00231548301
53,0.9431649999999999,0.9351849999999999,0.94435,0.9483125,0.9699350000000001,0.9665,0.9700500000000001,0.9726199999999999,0.804915,0.7824875,0.8072999999999999,0.821885,0.95074,0.9425325,0.95185,0.955245,0.98974,0.9880424999999999,0.9899,0.99071,0.745545,0.73924,0.7455,0.7518275,571879.1,567666.325,571764.5,577277.275,45129.65,44575.0,45159.0,45594.75,13776065.662496362,11783156.447557488,14032271.298471972,15400545.390048673,444448.18989414524,439927.70793566806,444353.8650718122,451522.01256219787,8557507.771102134,8329963.308889444,8533057.09619095,8927266.018789884,327699997.38674796,286015299.4227723,330310750.6223681,371706782.82539624,0.00267,0.0024475,0.00265,0.0029525,2475.5596247512535,2239.6816429300547,2472.0273260248755,2728.6647235232135
54,0.9443999999999999,0.9355275000000001,0.9456,0.9498975,0.970455,0.966585,0.97065,0.973315,0.808995,0.7833800000000001,0.8119000000000001,0.8270449999999999,0.9518800000000001,0.94285,0.95255,0.95673,0.9899100000000001,0.9879475,0.9901,0.9909575,0.748685,0.7416075000000001,0.74885,0.7552275,580524.6,576239.5,580412.0,585954.85,44801.25,44228.65,44858.5,45292.975,14406088.741482515,12092123.941325959,14648152.148296868,16173933.702849189,454236.9445709448,449295.1580730547,454288.42938101233,461595.43351968087,8956835.499416543,8695923.877870368,8942676.949696518,9339975.91002316,347124976.1408486,298000416.9683711,350043501.88264906,397852860.1871516,0.002565,0.0023474999999999998,0.0025,0.0029049999999999996,2481.138296587613,2268.1674809861647,2477.772048309916,2774.462564962374
55,0.945525,0.93677,0.94675,0.9498575,0.970875,0.96697,0.9713,0.9731150000000001,0.8122999999999999,0.786045,0.8160000000000001,0.8294,0.9529099999999999,0.9439975,0.9535,0.957115,0.99007,0.9881,0.9903,0.991,0.751755,0.74502,0.7519,0.7582275,589373.6,585007.85,589268.0,594858.175,44486.55,43925.525,44510.0,44992.9,15019004.506585423,12624722.108411983,15357225.851289984,16589083.709907118,464136.23990306415,459488.79889492545,464283.1500261952,471320.44241339475,9382947.033663908,9108747.84067131,9356758.804730626,9819764.500273217,366163340.7493905,314628927.4105948,367543643.27976394,411367468.31447804,0.00249,0.0023,0.0025,0.0027524999999999997,2505.231069609491,2354.096231425598,2491.004056322349,2736.961446185534
56,0.9468949999999999,0.9384224999999999,0.9479,0.9513575000000001,0.97148,0.9676175,0.97175,0.97372,0.81681,0.7905875,0.81975,0.83404,0.95418,0.94565,0.9547,0.958515,0.990255,0.9883474999999999,0.99045,0.9912525,0.754885,0.7475575,0.75515,0.76218,598456.95,594045.025,598386.5,603955.9,44181.55,43575.375,44242.0,44703.575,15746863.000923615,13276390.477690509,16067341.42332762,17433055.278304763,474293.75591923733,469651.93461933633,474720.77461433935,481596.78104047314,9820157.516275275,9543727.482398313,9796946.263962919,10252987.20543572,388382847.4128397,335426559.97201794,390912876.683745,438506033.67847127,0.00242,0.0022475,0.0024,0.0026,2551.380640863006,2352.179457060806,2556.0936159756375,2809.1775304101725
57,0.94797,0.93988,0.94825,0.9527525,0.971885,0.9680424999999999,0.9722500000000001,0.974325,0.8198549999999999,0.79391,0.8226,0.8383375,0.95522,0.9471475,0.95555,0.959805,0.99041,0.98859,0.9903,0.9914,0.757845,0.75062,0.75775,0.7655275,607751.65,603373.25,607653.5,613228.375,43882.1,43281.9,43974.0,44385.275,16430528.00976631,13914374.615966186,16481118.47077429,18394980.51443701,484731.7526533039,479938.6896662564,485120.31827264803,492415.71342688455,10281349.809807066,10015581.47245225,10243875.23924942,10724483.249718716,410264233.696615,353591367.65955347,411243384.2011429,467736047.04754764,0.0022849999999999997,0.0021,0.0023,0.0025524999999999996,2606.9599275617884,2390.9697901449326,2620.2055659302787,2881.0547426913686
58,0.94858,0.9406175,0.94835,0.9539575,0.97204,0.9683849999999999,0.9726,0.974915,0.821425,0.7970025000000001,0.8235,0.84175,0.955885,0.9483699999999999,0.95565,0.960805,0.990475,0.9887,0.9905,0.9916050000000001,0.760955,0.753905,0.76125,0.76789,617280.95,612871.5,617164.0,622728.375,43572.65,42998.075,43669.5,44055.9,17021860.59528526,14292603.314156063,16855360.477598175,19302843.045619067,495670.97935013875,491100.99183433113,495863.4463015547,503203.489846358,10761456.512384534,10490046.22856249,10726385.79868444,11228592.189862099,429483198.810413,370497405.2657028,426125477.8335475,496935039.8871331,0.00217,0.0019,0.0022,0.0024,2651.0500347622014,2437.87400245058,2650.5240719150606,2953.494018547852
59,0.94963,0.94115,0.9495,0.9552,0.972485,0.9686275,0.97295,0.9755674999999999,0.82446,0.7981,0.82645,0.84634,0.956935,0.948955,0.95705,0.9619525,0.99061,0.988695,0.9907,0.9917525,0.76393,0.7566725,0.7641,0.77069,627068.65,622632.05,626965.5,632451.75,43273.6,42712.475,43325.5,43750.025,17777637.817210022,14717379.828398861,17667249.938462093,20263508.49986405,506782.20957708673,501683.68439500534,506689.8295513427,514423.8542005049,11275773.984759882,11007723.90738442,11240986.47222371,11778274.07871392,454184793.61837196,386608470.5947885,452596843.92195404,529423097.005114,0.002075,0.001895,0.0021,0.0022524999999999997,2702.844638240453,2476.130681622444,2708.5748996393377,2944.3914646583157
60,0.95092,0.9427449999999999,0.9511000000000001,0.9563525,0.97305,0.9691375,0.9737,0.9758249999999999,0.8283849999999999,0.802775,0.831,0.84701,0.9582200000000001,0.95036,0.95855,0.963105,0.9908150000000001,0.988995,0.9909,0.9919525,0.76688,0.75941,0.76705,0.7737325,637108.25,632674.95,637031.0,642341.65,42983.4,42436.3,43057.5,43461.325,18657761.969349317,15494245.54411114,18526369.457471654,21069796.003586896,518125.60270631564,513208.14114021003,518230.63042270835,525764.8715960569,11811681.32272772,11537514.12932103,11785048.318088636,12360342.731766595,483377301.2053727,412699638.344857,480985862.039024,566395484.2385215,0.001965,0.0018,0.0019,0.0021525,2762.2050236248515,2549.8051776776383,2761.103793557063,2997.4362875526217
61,0.9517149999999999,0.94396,0.9516,0.9577625,0.9733750000000001,0.9695,0.9738,0.9764775,0.8305999999999999,0.8061725,0.83295,0.85142,0.95907,0.95148,0.95915,0.9644575000000001,0.99092,0.9892424999999999,0.99095,0.992205,0.769595,0.7623924999999999,0.7699,0.776075,647413.55,642985.275,647353.0,652525.475,42714.55,42197.875,42791.5,43159.725,19399359.40317187,16331007.79171325,19050188.712207317,22258168.47765282,529636.7721608698,524195.94192443724,529795.3947079959,537070.9293210413,12380815.22452388,12075172.025980422,12363323.171218649,12986209.418405635,507711116.8742666,441219505.80598915,508706507.3522451,606773533.3355721,0.001855,0.0017,0.0019,0.0020524999999999996,2831.561744329689,2624.4218330728822,2839.9131112701625,3056.5136141473477
62,0.9527000000000001,0.9448875,0.9530000000000001,0.9590725,0.9737349999999999,0.9697375,0.974,0.9769675,0.8332200000000001,0.8078625,0.83475,0.8551075,0.9600899999999999,0.9524125,0.96035,0.9657725,0.99108,0.9893375,0.9912,0.9924575,0.772345,0.765045,0.7726,0.7786825,657945.2,653471.6,657897.0,662993.675,42445.9,41946.175,42505.0,42883.9,20283112.21201361,16934090.210615475,20107331.423325777,23540607.690302722,541526.7514726066,536079.8593454345,541630.0145067231,548820.9033941675,12977720.485867357,12643004.33143792,12955292.624458734,13609586.320787989,537736411.1548007,462680165.78343534,537034654.4969268,648528341.4699216,0.0017849999999999997,0.0016,0.0018,0.002,2888.196073823129,2684.0001902393115,2878.5920589083375,3083.0421953894256
63,0.95342,0.94606,0.9542999999999999,0.9589825000000001,0.9740449999999999,0.970395,0.9742999999999999,0.97724,0.835205,0.8106725,0.83725,0.8571774999999999,0.96092,0.9537325,0.9617500000000001,0.9659625,0.99117,0.989495,0.9914000000000001,0.992305,0.77476,0.7675925,0.77505,0.78061,668725.35,664185.5,668776.0,673741.075,42180.9,41706.45,42269.0,42598.825,21029917.135500334,17599839.95372028,21171424.31007733,23731022.157584988,553573.3274721388,548166.171103725,553504.8664255652,560694.2608289096,13616710.91534799,13237511.252702815,13567935.041024584,14292338.599078478,564470354.5657116,488603778.8821601,570320535.3544334,673998385.4044203,0.00165,0.0014475,0.00165,0.0019524999999999998,2934.832556671873,2692.4503040618392,2941.971771813498,3162.8176246279636
64,0.95429,0.946995,0.9554499999999999,0.960145,0.97441,0.970495,0.9747,0.97774,0.83755,0.8133325,0.84,0.860845,0.9618800000000001,0.9547800000000001,0.96295,0.9670775,0.991305,0.9896475,0.9916,0.992505,0.77715,0.7691250000000001,0.7774,0.7835875,679776.6,675233.525,679913.5,684753.175,41942.95,41431.4,42003.5,42371.65,21929087.08338387,18254549.234995216,22228687.809030417,25002318.650620505,565790.2310415438,560327.4964537001,566321.1398690415,573064.7255849757,14276687.839169433,13852821.70627532,14259508.260172224,14982782.731659072,596336071.3395443,509588793.6859368,605049312.763563,715172769.1520191,0.001575,0.0014,0.0015,0.0018049999999999997,2992.5561500922863,2774.648831455077,2986.843812107595,3237.731615758218
