ano,populacao,gini_financeiro,gini_total,gini_imobiliario,share_top1,share_top10,share_top50,share_top10_excl_top1,share_top50_excl_top10,p50_riqueza,p90_riqueza,p99_riqueza,p91_riqueza,p92_riqueza,p93_riqueza,p94_riqueza,p95_riqueza,p96_riqueza,p97_riqueza,p98_riqueza,p50_capfin,p90_capfin,p91_capfin,p92_capfin,p93_capfin,p94_capfin,p95_capfin,p96_capfin,p97_capfin,p98_capfin,p99_capfin,preco_imovel,n_total_mercado,n_detidos_total,n_proprietarios,taxa_propriedade,riqueza_media,capital_medio,riqueza_imob_media,divida_media,rent_total_ano,frac_rent_renda,n_renters,riqueza_media_c0,pop_c0,n_imoveis_c0,n_proprietarios_c0,renda_diaria_mediana_c0,riqueza_media_c1,pop_c1,n_imoveis_c1,n_proprietarios_c1,renda_diaria_mediana_c1,riqueza_media_c2,pop_c2,n_imoveis_c2,n_proprietarios_c2,renda_diaria_mediana_c2,run_id
12,52753,0.9343,0.8381,0.2317,0.5994,0.8556,0.967,0.2562,0.1114,308970.0944261773,1565613.007658871,33487127.47166295,1688889.3389036588,1846074.4351102954,2023798.1486298775,2250204.378803624,2619780.500614983,3345026.864381085,5660106.662685088,13094052.89604337,0.0,833668.3097871603,942032.9151560478,1081482.709992519,1266320.7457398865,1494157.7756856952,1845136.4772410532,2556918.846910907,4746852.621751042,12070725.29487926,32468360.87272905,308970.0,59776,51926,36617,0.6941,1820300.693194554,1518827.6827541646,304126.4216854716,2653.411245082423,9776598.0,0.0037,7937,203789.6185371975,39776,25440,25439,66.61549829591029,1239277.375368222,10498,19716,8963,396.80622368962264,30218012.389891542,2479,6770,2215,2107.0309323280353,4
13,52826,0.9447,0.8301,0.3071,0.5912,0.8476,0.9656,0.2564,0.118,355315.6085901039,1807761.6286538423,35445567.400298536,1940191.2471281164,2111182.220759937,2300027.8898209915,2546572.7378137447,2941233.692736856,3696902.899838025,6071828.461152673,13879984.79081599,0.0,596486.383911329,721138.3476665467,860271.7803554549,1071690.3856916137,1297376.9330309664,1660012.1807281438,2399743.236945748,4650566.026792257,12398547.081181336,34036084.519410774,355316.0,60672,60402,36498,0.6909,1972229.9149533398,1568554.1871198127,406272.92223638843,2597.1944028613248,9559697.0,0.0036,7674,233523.17415312992,39858,25440,25439,67.1978264569423,1415853.1832469585,10488,26056,8866,368.62835915536016,32269267.18791758,2480,8906,2193,2140.9089258694457,4
14,52895,0.9457,0.8365,0.3192,0.5985,0.8539,0.9676,0.2554,0.1138,356609.46144887607,1880371.6668921136,37707141.793914765,2016579.5155036976,2208043.0713911876,2413173.7890889337,2675987.257302477,3073501.1708865757,3854480.228553149,6289970.906552527,14660500.334062863,0.0,601250.9234087635,742311.9762173565,889985.9916063481,1101218.603434884,1360424.6246477186,1754629.554987513,2507110.657088187,4802454.352423123,12998839.42143871,36280703.94811926,356609.0,61582,61582,36401,0.6882,2073737.1186141071,1661093.839694967,415175.79837309173,2532.5194539512872,9641591.0,0.0036,7413,234448.69760530913,39938,25440,25439,67.52467805104101,1473478.609540985,10468,26855,8782,374.72895103412225,34111104.34690934,2489,9287,2180,2213.7516165281304,4
15,52961,0.9451,0.844,0.3215,0.6064,0.8614,0.97,0.2549,0.1086,350929.5690352952,1923270.5716162915,40016594.34475968,2073238.7727156105,2268388.296280534,2492578.2992026494,2781514.720601768,3194173.5802620747,3992959.94155844,6444695.640053776,15280823.83849246,0.0,654477.1835021998,804230.1437620787,966153.7291424264,1192087.902126953,1475225.422520236,1886068.4370329003,2659275.4215922067,5023750.071196603,13754557.286864249,38460370.91712966,350930.0,62505,61597,36280,0.685,2162261.945963243,1756613.4345081158,408153.3329028357,2504.8214477080487,9362212.0,0.0034,7145,230903.6281757603,40029,25440,25439,67.82622493133736,1515666.5535151397,10454,26870,8687,388.33435705516285,36088755.22093,2478,9287,2154,2321.9508948736366,4
16,52996,0.9449,0.8513,0.3233,0.6155,0.8685,0.9721,0.253,0.1036,346154.92638724705,1967246.3926901314,42268633.12099881,2134461.91993474,2338394.3210044177,2589387.112984014,2885431.5007427144,3341618.138066653,4170493.2454845486,6610556.620013283,15977076.8408275,0.0,708952.2909404493,876054.401704021,1049191.4586060713,1289692.658183881,1599388.9787032083,2030628.8646481005,2819368.4157809117,5175675.158642912,14409381.132118378,40809247.149324425,346155.0,63442,61611,36188,0.6828,2265017.410078942,1865102.9208442376,402425.6768368306,2511.1876021262947,9201898.0,0.0033,6870,228336.5940409489,40047,25440,25439,68.04724118329383,1558534.333692828,10476,26884,8618,397.70030759420973,38239167.57105526,2473,9287,2131,2387.684446912133,4
17,52987,0.945,0.8578,0.3259,0.6248,0.8749,0.974,0.2501,0.0991,342203.44047990936,2018960.4511443567,44358216.17951145,2189402.9081543228,2413349.1630496713,2668790.5135908527,3001361.9216560363,3451412.79968985,4315825.28653508,6704768.617279368,16387043.676657854,0.0,761248.700245257,938864.8010167333,1133840.470767223,1383250.2101859718,1718236.0772858453,2170979.049157567,2980973.97318018,5229687.33267081,14801604.978378499,42920302.738771625,342203.0,64393,61624,36055,0.6804,2368250.617982803,1972780.6533034707,397983.36981021636,2513.4051308840276,9012639.0,0.0032,6564,226290.475049128,40074,25440,25439,68.36913681108365,1609631.9836706382,10464,26897,8523,409.1436173537317,40659429.12241995,2449,9287,2093,2496.072275529587,4
18,52930,0.9449,0.8642,0.328,0.6325,0.8811,0.9758,0.2486,0.0947,339001.2458224652,2076123.6442625779,46858329.82451989,2265269.178394273,2498152.841164274,2771652.136219684,3147538.4394779643,3612318.8330359976,4491322.187495895,6929471.987454535,17169764.04271475,0.0,829438.2670583031,1018698.3260560638,1229693.9108967402,1498806.8227014989,1856015.604153732,2320547.2182775447,3181827.661432834,5448664.8278268175,15562979.347097643,45214141.83944837,339001.0,65358,61629,35932,0.6789,2492997.7981459876,2100758.293093181,394715.8091591292,2476.304106322622,8818624.0,0.0031,6280,224957.96997204528,40050,25440,25439,68.54163619828341,1671283.0059217897,10434,26902,8425,423.5511395745944,43134358.08450481,2446,9287,2068,2621.9037958735357,4
19,52908,0.945,0.8701,0.3288,0.6402,0.8867,0.9771,0.2465,0.0903,336552.0641690424,2134733.132050775,49088121.99017549,2334346.713634895,2589161.8804504476,2893884.3035033797,3277671.7784587694,3774304.35941559,4696766.873229738,7137765.680940474,17776003.91818072,0.0,892168.7589355499,1095308.7113414109,1326782.9837604119,1612095.169259963,1980507.550678076,2492978.3139757616,3391977.4813428847,5655980.217722311,16198082.34698036,47516127.553621925,336552.0,66338,61638,35946,0.6794,2624109.2995390175,2234471.830312185,392084.29975148244,2446.8305246496916,10732599.0,0.0037,6521,224023.93117576308,40047,25440,25439,70.07660088860086,1736004.23050411,10416,26911,8439,436.3611214783132,45718882.77434918,2445,9287,2068,2700.8421691578565,4
20,52779,0.9449,0.875,0.3297,0.6463,0.8914,0.9781,0.245,0.0867,334828.735634558,2205927.082395437,51764171.23578659,2410546.8691555224,2682320.2246376034,3010064.521372327,3422866.236038601,3968250.6769385263,4919928.084920101,7383995.947759261,18501843.16249323,0.0,963141.7437676705,1179542.895221,1428937.6986461855,1732193.775691647,2126307.7497540056,2671541.038567809,3580960.153181395,5931718.012390068,16955758.316277213,50306404.89367664,334829.0,67333,61653,35961,0.6814,2755650.7221636535,2367002.2705149073,391125.18308564776,2476.731436901853,11298977.0,0.0039,6620,223928.92341458448,39974,25440,25439,71.32331364442453,1810524.1535676043,10372,26926,8454,452.88656762377457,48380763.73189382,2433,9287,2068,2782.4910648274013,4
21,52685,0.9452,0.8801,0.331,0.6538,0.8962,0.9792,0.2424,0.0829,333738.4601673417,2288378.562905921,54832295.82788778,2502746.145129691,2793160.3987963265,3135123.6843660004,3572661.2832919843,4161598.2646215158,5139352.926624875,7663728.763070371,19234317.079615157,0.0,1031183.154335985,1264865.3396264103,1523673.5239638058,1843813.5095769698,2269828.9722163677,2851384.920048668,3782352.8243510947,6184246.675529417,17741370.96756235,53402085.88935584,333738.0,68342,61671,35946,0.6823,2905314.9813362677,2517113.7541560614,390661.1858589757,2459.958678769727,11100907.0,0.0037,6686,224002.68390434046,39945,25440,25439,72.64286696520799,1890655.291162161,10319,26944,8447,468.3540252122864,51470078.74169353,2421,9287,2060,2873.4387380428243,4
22,52580,0.9454,0.8848,0.3321,0.6602,0.9007,0.9802,0.2405,0.0795,333238.01524538675,2367847.3477034685,57455925.599954315,2605971.4937103414,2896234.059342606,3274624.182911627,3737475.652550756,4365354.24987163,5393050.049641917,7967980.498934817,20302255.178701676,0.0,1115542.043009079,1357254.916129253,1632837.6500895338,1980012.2706839174,2426011.172122078,3069327.739775141,4027934.8199099745,6539638.4017559895,18650636.654915504,56085003.36427328,333238.0,69367,61682,35929,0.6833,3066720.032303194,2678268.321996983,390924.063453137,2472.3531469262507,11720233.0,0.0039,6828,224522.33085723085,39906,25441,25440,73.76093279176433,1979723.5136537568,10262,26954,8431,486.4001837542513,54714937.175040804,2412,9287,2058,2972.504802510461,4
23,52414,0.9513,0.8799,0.3754,0.656,0.8953,0.9789,0.2393,0.0836,376129.2814042794,2662010.7207758394,59235685.07052713,2905532.8034288557,3209509.5482056933,3630786.0446627922,4110559.2880869056,4789666.412737034,5878439.03461665,8463319.227434164,21088323.494882915,0.0,930210.7664324105,1182369.1087502032,1472982.8015442393,1858209.4347232992,2339840.00161127,3012718.337623668,4016919.410725423,6543806.28036672,18964947.707041677,56805105.15872281,376129.0,70407,69121,35917,0.6853,3282222.397877776,2788636.696500348,496020.75895648485,2435.0575790566395,12259123.0,0.004,6920,253012.68547379578,39818,25451,25440,74.9945736028335,2214378.905754736,10203,32486,8426,459.81921982309956,58239296.98151048,2393,11184,2051,2988.2451245562206,4
24,52302,0.9529,0.882,0.3893,0.6597,0.8972,0.9793,0.2376,0.082,386853.291239104,2768270.117954287,61935100.22445286,3042348.724466836,3370560.1706603663,3808395.3617917076,4324891.79515783,5057102.603215891,6196238.078007871,8870568.862047412,21930026.888374895,0.0,912230.0492840799,1159774.8372762045,1485252.212136524,1903858.682065373,2406633.202130065,3133734.0365433735,4196183.6130906865,6773187.519676147,19511001.287632316,59459332.22115509,386853.0,71463,71463,35880,0.686,3457062.665769179,2930858.9929610817,528578.194941304,2374.52213320731,12553375.0,0.0041,6905,260586.21001344046,39790,25451,25440,76.11441465906455,2343742.802186483,10138,33813,8401,467.26204097194113,61786731.979805484,2374,12199,2039,3069.298244224941,4
25,52134,0.9535,0.8854,0.396,0.665,0.9003,0.9799,0.2354,0.0796,389851.2383089906,2845412.439793882,65065187.61032015,3139368.005620447,3480748.398322965,3944854.8142948104,4516564.886431585,5270048.478333102,6491710.153316782,9229776.601198943,23005865.20301947,0.0,949201.526837362,1222914.288805504,1551273.1338297334,2002340.714406112,2565330.1655546287,3293351.3144093584,4405253.736679524,7080509.3260371145,20541941.498229053,62453102.503050715,389851.0,72534,72534,35860,0.6878,3627822.9842269868,3087807.571743573,542399.7721161684,2384.3596327549453,12728619.0,0.0041,6942,263661.8833465592,39694,25451,25440,77.44588808492456,2447899.1991252997,10084,34284,8380,480.3998319474706,65357603.199555114,2356,12799,2040,3170.0505677461565,4
26,51968,0.9544,0.8892,0.4031,0.6723,0.9038,0.9806,0.2315,0.0768,393196.4369314707,2926397.0086877807,68240508.38211069,3239876.864507091,3598139.950956007,4075874.6243120576,4693400.462853641,5500884.760297306,6747312.727083869,9568263.7200362,24079170.48010712,0.0,981352.4108430956,1275611.406679862,1638469.9060066564,2087155.5796396194,2686011.5747343693,3472704.6559189796,4638612.456432956,7255964.192123477,20757934.808277152,65114557.71034421,393196.0,73622,73621,35833,0.6895,3828701.804747423,3274041.890769596,557025.7636109106,2365.8496330838043,12883271.0,0.0041,6939,267093.58659001486,39592,25451,25440,78.795686011874,2554656.376251584,10045,34655,8369,492.8559348066342,69812819.73805021,2331,13515,2024,3227.658758892127,4
27,51868,0.9554,0.8928,0.4099,0.6796,0.9072,0.9813,0.2276,0.0741,396871.07404098526,2998859.323526623,70941091.50599542,3328892.5327482233,3701465.7449403433,4207863.633328373,4862327.271068788,5702556.871365801,7063127.82957954,9891310.518515388,24223962.36498864,0.0,1015951.1935450054,1335845.8337240398,1709110.4385490485,2169542.354217114,2824861.876165043,3627249.7479488268,4889118.647218125,7544712.920700878,20859741.64942134,68084812.14743218,396871.0,74726,74726,35831,0.6908,4036869.6191545753,3467447.6964897937,571770.4148759671,2348.492211185307,13159454.0,0.0041,6941,270471.7211271175,39521,25453,25440,79.75299321463055,2661986.167278304,10031,35018,8380,503.8807050416469,74262805.38500692,2316,14255,2011,3269.8848634995184,4
28,51711,0.9562,0.8962,0.4172,0.6859,0.9103,0.982,0.2244,0.0717,400911.2310995054,3077875.198983645,74126217.94087595,3432233.354346834,3815069.28207958,4337335.038593644,5063821.331002404,5901447.225069612,7343619.231660629,10236031.444397679,24706358.981907126,0.0,1059762.7189235536,1395760.6689216774,1781137.6218789974,2286594.898310577,2966669.0422632867,3794358.105417772,5097911.594077402,7845467.893626578,21349122.16414024,70874080.93237646,400911.0,75846,75846,35782,0.692,4254685.674254387,3669002.9230374927,588027.9482890117,2345.1970721180937,12791701.0,0.0039,6888,274215.5831138412,39430,25454,25440,80.56239129108542,2779763.9213857194,9984,35302,8344,517.6996204426332,78993716.79062898,2297,15090,1998,3357.146860573483,4
29,51481,0.9569,0.899,0.4248,0.6918,0.9128,0.9825,0.221,0.0697,405268.2755637832,3153868.1667183377,76773808.42849006,3512675.8003281606,3940987.9935034453,4492110.46136714,5238724.59455605,6145232.6615391625,7604148.477897351,10628618.469300942,25544131.405154325,0.0,1099848.651563449,1447070.8658553704,1868994.1040936166,2396957.804426306,3103258.4315073043,3978793.4133294276,5356215.437143359,8149278.847023758,22029177.18247755,73438461.68743317,405268.0,76983,76983,35705,0.6936,4469225.928927608,3865479.1763493787,606024.8957426375,2278.1431644080203,12927245.0,0.0039,6828,278528.9194271003,39295,25458,25441,81.37207057057444,2908685.2076511504,9913,35566,8293,528.0189967275492,83722670.3452655,2273,15959,1971,3419.5701843310912,4
30,51332,0.9576,0.9018,0.4321,0.6976,0.9154,0.983,0.2178,0.0677,409963.4031464352,3236674.443004301,80504975.44237596,3617314.332785623,4086288.110258418,4658993.541300611,5422791.323289305,6390426.21390043,7932042.335930875,10985379.377533352,26160340.724266216,0.0,1147801.6346876326,1517069.179486149,1980755.309764508,2511474.089274156,3251354.220280807,4193172.69390952,5614163.582160158,8487066.60653552,22411773.66185859,76635043.26491354,409963.0,78137,78137,35657,0.6946,4695746.223409064,4073973.6229275404,624041.7367656239,2269.136284100774,13319045.0,0.004,6779,282707.5946390483,39215,25461,25442,82.31794537208586,3043150.734864613,9869,35816,8259,541.832240649744,88933635.32646126,2248,16860,1956,3488.0996906333426,4
31,51177,0.9583,0.905,0.4394,0.7037,0.9183,0.9837,0.2146,0.0654,414983.4175129882,3310894.6639424777,85448785.4788224,3714548.0528207915,4236411.424195192,4790575.745823442,5619682.0604663845,6622137.419650346,8254415.7635093555,11454749.245741073,26855535.851268798,0.0,1187839.77907068,1580371.5514860628,2074967.977323039,2630345.091008591,3412275.0783533743,4411523.52780036,5887925.97749079,8704298.849573554,22560650.61580373,81115113.48686013,414983.0,79309,79309,35611,0.6958,4962863.515802955,4322038.476038989,643099.8272571191,2274.787493153201,13295816.0,0.004,6750,287089.6928842495,39130,25468,25442,83.22707125976157,3179793.7174014254,9819,36021,8226,556.1128004477699,94940867.12501013,2228,17820,1943,3607.1213537998274,4
32,51007,0.959,0.908,0.4467,0.71,0.9211,0.9843,0.211,0.0632,420293.5264640823,3394110.7945919065,90169841.10689399,3839748.6562732477,4369064.391410568,4948139.065002803,5828243.347400829,6919419.262130735,8654089.149227006,11882380.656229313,27629120.45446308,0.0,1233897.8769178716,1659553.4779052301,2165058.2458931427,2750787.8531046123,3554804.2402754147,4635300.144420757,6197731.499406211,9041366.230631528,23386815.521778088,84739338.46333055,420294.0,80498,80498,35531,0.6966,5255150.205048241,4594112.115602699,663296.9649911913,2258.8755456493714,12872691.0,0.0038,6653,291770.05522705195,39040,25470,25443,84.02785853681407,3327163.5098858285,9755,36207,8154,571.1849356182905,101357261.98639025,2212,18821,1934,3692.674656012663,4
33,50787,0.9596,0.9107,0.4538,0.7153,0.9234,0.9848,0.2081,0.0613,425948.3569238925,3480339.8412913713,93796296.8518886,3957778.6068848902,4531805.532217011,5144951.409503784,6051955.567019655,7245702.845992053,8983087.458684402,12363846.568117969,28488703.826474767,0.0,1274216.153852628,1752884.4833215883,2298977.750048081,2911040.883496055,3702386.3967533326,4868843.128473759,6498543.391152639,9545155.85773299,24211761.46856235,88032079.37117903,425948.0,81705,81705,35504,0.6991,5556075.058542325,4872975.236720143,685256.2762609848,2156.4544388018685,13445644.0,0.0039,6610,297169.0039074934,38878,25477,25443,84.7638545503756,3484569.5741644986,9710,36393,8135,586.7178207478108,107679798.4989251,2199,19835,1926,3787.04161813683,4
34,50566,0.9605,0.9134,0.4609,0.7218,0.9258,0.9852,0.2039,0.0595,431920.4828399089,3555038.719771553,97994183.28662235,4085434.629342691,4673338.9478159845,5333151.1341236755,6243263.800026262,7516943.825783547,9334402.84363003,12779134.355166959,29119445.38841893,0.0,1296380.4190381027,1824564.7744361325,2384786.3351667766,3042135.0692592636,3873626.75107292,5101869.780370842,6770166.635995335,9943399.662481312,24261330.16886083,92131379.23775208,431920.0,82930,82930,35458,0.7012,5870164.94058204,5163961.958369295,708364.6252801021,2161.6430673572095,13813340.0,0.004,6478,302619.6187884121,38738,25480,25443,85.64552694485384,3646607.378228439,9648,36567,8106,606.317111044989,114644685.14114586,2180,20883,1909,3809.2971674513824,4
35,50354,0.9611,0.9159,0.4684,0.7277,0.9279,0.9857,0.2002,0.0578,438194.09709864797,3624041.2277903655,103809278.88197303,4198542.556630329,4818180.333196471,5526002.766041566,6443408.628534647,7816463.325145118,9746372.733250733,13303586.503897756,30048363.69571609,0.0,1338179.273635831,1886992.705372858,2494527.226209544,3185587.4171065167,4050402.100554918,5336754.107460088,7059567.07612415,10420513.23482555,24130635.477142323,96855248.94353975,438194.0,84173,84173,35376,0.7025,6193877.373057582,5463567.453842415,732496.1618756106,2186.2426604412594,13470611.0,0.0039,6327,308240.31456316356,38612,25485,25443,85.71736713927076,3821751.35856839,9594,36721,8055,624.4308653366007,122587916.05350257,2148,21967,1878,3912.9989881256765,4
36,50149,0.9619,0.9182,0.4754,0.7336,0.9299,0.9861,0.1963,0.0562,444727.99146749766,3715862.0319492696,108332217.37525271,4315726.5042162,4951840.638511686,5703775.763820663,6677155.45122273,8135271.313789046,10079737.746407457,13735943.269084536,30516863.10819529,0.0,1390980.3452105098,1953280.0396810884,2567186.1170637417,3335828.223753193,4216273.316334492,5527911.576761441,7386408.936183824,10910970.602424683,24684526.729141697,101632331.07866721,444728.0,85435,85435,35298,0.7039,6531318.703717818,5775824.374867393,757648.9252233477,2154.5963729230757,13304363.0,0.0038,6176,313858.2846793788,38510,25492,25443,85.51146022452664,4006945.8079193276,9518,36885,7991,642.3845956751143,130746963.1918745,2121,23058,1864,3948.87200620977,4
37,49890,0.9627,0.9207,0.4826,0.7402,0.932,0.9865,0.1917,0.0546,451531.46683951514,3828589.9483633367,113477964.81171544,4446314.074266223,5113065.802474909,5918163.956609454,6915092.319604736,8431114.875146672,10488280.28551885,14293634.177867122,31555408.698990952,0.0,1424787.326326528,2018455.8007270447,2683936.9541263264,3484156.318996222,4413448.889290016,5765861.062084981,7736971.18207682,11310110.704916041,24772905.332284544,104447335.47492513,451531.0,86716,86716,35235,0.7063,6914733.233273473,6132088.965423544,784826.6722480535,2182.404398124907,13526653.0,0.0038,6049,320062.7570172023,38363,25502,25443,85.6364054592477,4212266.537450385,9434,37011,7948,664.2665526408772,139970831.79467544,2093,24203,1844,3904.570152056179,4
38,49628,0.9634,0.9231,0.4895,0.7456,0.934,0.987,0.1884,0.053,458607.5303487211,3941509.0940830526,117560761.58517008,4556292.413013493,5265069.104290785,6142503.835307737,7189715.72420246,8732596.846780386,10929584.20389489,15012486.344219381,32857474.118250147,0.0,1488754.9600959385,2088775.2362540218,2793250.541642509,3642497.647160801,4654466.872340956,6015227.655334985,8100562.546808522,11937405.291484842,25850702.79898837,109136597.35240546,458608.0,88016,88016,35156,0.7084,7337559.087410773,6526391.667449335,813347.311823427,2179.891861989547,13165651.0,0.0037,5849,326680.9476953233,38197,25507,25444,86.19513694152316,4422679.507726475,9350,37112,7873,688.3336569467097,149119700.54476744,2081,25397,1839,3929.8379429018532,4
39,49332,0.9639,0.925,0.4966,0.7504,0.9354,0.9873,0.185,0.0519,465940.6492977982,4053455.169179829,123716706.08674158,4700283.345994851,5438831.639070112,6365242.691175106,7477375.727151026,9061922.178363424,11394969.737666778,15656739.431886807,33361812.064755753,0.0,1543104.5720601243,2166218.421365769,2918946.5858305194,3814707.5035202573,4874693.450329821,6296514.356558281,8534048.315967832,12424407.844160466,26089440.43786876,114406497.62298253,465941.0,89336,89336,35047,0.7104,7730860.768673772,6889205.168555868,843778.3557461305,2122.755628225581,12761048.0,0.0036,5628,333744.3978650147,38009,25512,25444,86.51377722120968,4643891.800341144,9268,37193,7784,709.1766648894531,158469072.22199586,2055,26631,1819,3896.186187108117,4
40,49026,0.9643,0.9262,0.5037,0.7536,0.9363,0.9875,0.1827,0.0512,473416.550772379,4140681.767006658,127131053.83321282,4791432.198948999,5606151.249190383,6556641.482469687,7733636.346883133,9325541.933454165,11789836.222711027,16101886.048331298,33573386.27024014,0.0,1578065.2050632995,2208322.411129243,3011314.6626113052,3957622.507862382,5062019.719066433,6558346.252282829,8908671.668559372,12698383.947957005,26285226.67970879,117632961.94582948,473417.0,90676,90513,34918,0.7122,8047679.900507136,7175813.542227865,874033.2121743633,2166.8538950921047,12583959.0,0.0035,5408,340898.52444303717,37832,25515,25444,86.43422607661994,4863287.4722978305,9163,37118,7681,731.2435046190825,165970644.37068874,2031,27880,1793,3827.031535940821,4
41,48760,0.9648,0.9279,0.5104,0.7579,0.9378,0.9878,0.1799,0.05,480715.66284755425,4256242.032280282,133891051.13146847,4915379.14673898,5771008.282607959,6780900.674192945,8003307.25844199,9641701.724906417,12204707.095886316,16687128.767371496,33650123.90926474,0.0,1652447.9315063215,2283371.1819179496,3108580.0201864312,4086981.3857661486,5265103.162326805,6809849.196952444,9279387.12803261,13246390.530649101,26752575.151216142,122834590.88597474,480716.0,92036,91627,34827,0.7143,8449001.283663375,7547863.2322619585,903333.3478206081,2195.2964191913097,12507597.0,0.0035,5219,348100.579007228,37651,25521,25445,86.57315248568855,5082650.473528285,9101,37020,7620,756.4950931550314,175602472.97392637,2008,29086,1762,3570.126910293304,4
42,48557,0.9654,0.9294,0.5169,0.7629,0.939,0.9881,0.1761,0.049,487894.66987968876,4351498.726538099,135804544.8155215,5012931.0328664305,5887507.5023448765,6965291.039781421,8246058.543514734,9936696.476362998,12630236.37615853,17072174.183264583,33356388.963931702,0.0,1692943.1089556727,2308688.124478366,3195616.9221375384,4202923.909558758,5461793.829932224,7105837.110721716,9604673.45709469,13704613.151835157,26540553.942985997,124992585.64117372,487895.0,93416,92490,34713,0.7149,8779493.854352068,7852420.642363036,929327.965425632,2254.7534365995716,12454756.0,0.0035,5082,354473.78743495216,37560,25526,25445,87.00749798131898,5299134.009983434,9017,36708,7537,787.1043522938963,184449270.83924037,1980,30256,1731,3302.928106736292,4
43,48309,0.9657,0.931,0.523,0.7669,0.9405,0.9883,0.1736,0.0478,495129.8276941725,4473592.4654542385,140277201.6964026,5150799.2697682,6019174.544337494,7173839.61225993,8546333.152415862,10319298.893525664,13041414.698175875,17744567.760275442,34821798.88868229,0.0,1791442.7410018493,2374751.9633597406,3279545.9291629205,4315218.352038213,5686808.775300555,7359534.027272047,10043700.89800676,14288264.603205975,27465197.112934764,129034322.92482844,495130.0,94817,93323,34623,0.7167,9184344.676288506,8230142.544659258,956488.4578422913,2286.3262130432113,12527171.0,0.0035,4968,361505.321801738,37410,25533,25445,87.58946715478847,5519119.835467272,8943,36395,7467,818.8332504272412,194685636.08877024,1956,31395,1711,3348.6961192230438,4
44,47992,0.9663,0.9328,0.5292,0.7712,0.9421,0.9886,0.171,0.0465,502492.47971450654,4591265.214029146,145256176.9903409,5325770.122256869,6226795.7782131955,7390511.344163766,8830241.469605297,10689316.733489318,13542470.232176533,18394686.305545807,35866214.01820201,0.0,1868231.5717040799,2484709.2288511805,3399235.4932256653,4519710.928911176,5908684.197365553,7677347.129246676,10411610.146453228,14868740.567213118,28223383.01426268,133215299.57364216,502492.0,96239,94079,34524,0.7194,9659290.267361248,8676561.750864647,985038.9648079069,2310.4483113050496,12354404.0,0.0034,4786,369228.1268618178,37207,25538,25446,88.90064639335168,5769355.164347827,8851,36035,7388,849.4171352959066,206187293.1930769,1934,32506,1690,3076.8908368141983,4
45,47742,0.9669,0.9349,0.5349,0.7775,0.9439,0.9889,0.1664,0.045,509926.95229376876,4759733.172485169,150606593.88447756,5485123.2027581,6427861.717591256,7650069.728346488,9129319.195058286,11028581.499128394,14046371.060347293,19090976.26679995,36138590.05057722,0.0,1968753.1824445205,2597674.9448677683,3500637.561493109,4701467.322789772,6172648.176949586,7997235.14633896,10798813.552680084,15558539.617257241,28606236.598522365,136915949.04851896,509927.0,97682,94817,34442,0.7214,10179600.744116236,9169196.780025234,1012729.752327893,2325.7882368909077,12606654.0,0.0034,4643,376239.7180697352,37078,25546,25446,89.9112159980275,6039440.615510389,8752,35685,7320,887.5676554587843,219240114.1171866,1912,33586,1676,2897.2723716703886,4
46,47449,0.9673,0.9361,0.5408,0.7815,0.9449,0.9891,0.1634,0.0441,517520.5239582406,4948446.16866173,153290653.8067374,5694763.599642077,6627454.448649998,7892036.147190841,9371976.438401561,11433739.109498877,14508907.988047339,19782785.914325,35875545.93590769,0.0,2055293.44330828,2724337.054390341,3660032.3642535047,4855400.036254131,6453132.279998548,8291239.942490878,11240554.045940794,16112133.901352355,28867886.112880252,139669341.7527986,517521.0,99147,95617,34354,0.724,10610016.218881402,9569502.683448263,1042883.094255202,2369.558822062502,12521076.0,0.0033,4521,384146.38506373065,36887,25550,25446,92.97264156353529,6310648.055480022,8689,35427,7263,919.3894169451806,231944170.26684034,1873,34640,1645,2636.1503928430243,4
47,47148,0.9677,0.937,0.5462,0.7846,0.9454,0.9892,0.1608,0.0437,525201.6346904649,5122053.004703584,157575904.92122126,5858566.093675258,6835964.382341737,8140004.988517527,9716250.149694102,11939660.371054392,15083086.05144159,20496562.175343066,35733912.032694675,0.0,2147172.027229062,2828985.0939017227,3784130.5295245578,5101204.344205757,6681183.474379337,8650125.375879195,11587620.53523545,16693825.222463712,29113188.99977206,142793222.44254118,525202.0,100634,96446,34276,0.727,10988214.665860904,9916283.883394586,1074353.034261402,2422.2517950834463,12111413.0,0.0032,4327,392342.9079165734,36684,25557,25446,94.56897715664283,6606385.923520337,8620,35227,7211,957.5840040291848,242262793.47681835,1844,35662,1619,2435.3332257740344,4
48,46815,0.9683,0.9389,0.5514,0.7892,0.9472,0.9894,0.158,0.0422,533024.4995549185,5319184.034082312,165358385.31044954,6024643.404292185,7056454.641451731,8408983.050442781,10069111.283708017,12360659.326199781,15707216.689850107,21272722.980738256,36918569.77875792,0.0,2248177.563608561,2947925.095114285,3984820.0652909516,5265676.05403591,6936648.632395876,9077267.143773178,12138116.800283168,17476224.594285376,29781675.422397368,150371540.09669864,533024.0,102143,97080,34180,0.7301,11621962.856929287,10518980.9550617,1105329.8818069312,2347.9799393425683,12154301.0,0.0032,4160,400595.14822248643,36485,25570,25447,97.19244169825635,6910536.845887013,8515,34865,7136,1000.9620609673034,259296559.73637426,1815,36645,1597,2455.8814319977455,4
