ano,populacao,gini_financeiro,gini_total,gini_imobiliario,share_top1,share_top10,share_top50,share_top10_excl_top1,share_top50_excl_top10,p50_riqueza,p90_riqueza,p99_riqueza,p91_riqueza,p92_riqueza,p93_riqueza,p94_riqueza,p95_riqueza,p96_riqueza,p97_riqueza,p98_riqueza,p50_capfin,p90_capfin,p91_capfin,p92_capfin,p93_capfin,p94_capfin,p95_capfin,p96_capfin,p97_capfin,p98_capfin,p99_capfin,preco_imovel,n_total_mercado,n_detidos_total,n_proprietarios,taxa_propriedade,riqueza_media,capital_medio,riqueza_imob_media,divida_media,rent_total_ano,frac_rent_renda,n_renters,riqueza_media_c0,pop_c0,n_imoveis_c0,n_proprietarios_c0,renda_diaria_mediana_c0,riqueza_media_c1,pop_c1,n_imoveis_c1,n_proprietarios_c1,renda_diaria_mediana_c1,riqueza_media_c2,pop_c2,n_imoveis_c2,n_proprietarios_c2,renda_diaria_mediana_c2,run_id
82,38478,0.9822,0.973,0.6533,0.889,0.9816,0.9951,0.0926,0.0135,931695.9892959789,13225211.559360564,294175760.6111966,17614226.39978364,22915701.435925253,29095805.943506654,35724238.22369635,45655874.70835476,59945332.22680375,81774375.09276694,122403862.99507242,0.0,5245595.978489397,8574239.969584793,13461117.602308538,19837088.132056467,28154147.102205474,38199727.3494525,53002643.88008733,74391418.15938513,113033206.94410345,266177475.77547663,931696.0,169435,104492,30803,0.8005,57321210.98396654,54795006.68015338,2530141.3096708613,3937.0058576915458,4263311.0,0.0007,411,837027.868775245,31674,26051,25064,210.64304772039455,35513065.74253677,5745,23699,4814,3547.79469201258,1865033968.6823454,1059,54742,925,2119.938515063522,8
83,38322,0.9825,0.9738,0.6553,0.8914,0.9825,0.9953,0.091,0.0128,948859.3425072526,13142006.757580176,307813409.8389486,17940996.901510753,23762484.380832538,30258737.402838778,37446593.437122285,47707066.97339591,62512774.08622119,85324102.78959376,127246060.32055315,0.0,5186466.541365537,8422106.657220738,13777055.756215837,20745970.88691433,29540605.9715048,40172044.83497837,54601207.40242592,77283995.56453598,118515549.65064077,275099550.6222167,948859.0,171976,104584,30698,0.8011,60655701.21941564,58070267.131539784,2589517.9133860054,4083.825510150111,4553593.0,0.0008,445,855210.791315504,31600,26060,25026,215.74524182680582,37302419.512185834,5679,23445,4766,3693.032365211195,1999599885.6329563,1043,55079,906,2157.2215939862394,8
84,38161,0.9829,0.9747,0.6576,0.8937,0.9833,0.9955,0.0895,0.0122,966567.9665305953,13201259.121317495,324055922.28351825,18273583.741739977,24159118.27276975,31269284.21678888,38738632.275327794,49609638.56322721,65110450.07154137,89603065.91790172,133929170.01203723,0.0,5096012.343260138,8455223.921197359,14106594.74934637,21341176.029411167,30745846.833089914,41791653.74826684,56972957.906158656,81796010.96338208,125088664.31848441,290852961.9094559,966568.0,174555,104721,30551,0.8006,64285807.6837724,61637564.33340837,2652445.271954363,4201.921590331838,4270855.0,0.0007,435,873872.0655287524,31514,26072,24956,221.61604848374455,39253115.058221065,5616,23140,4700,3824.4524562679335,2138919503.9577072,1031,55509,895,2216.8963046451986,8
85,37996,0.9831,0.9753,0.6588,0.8954,0.9839,0.9957,0.0885,0.0117,984753.1104767285,13493648.959518401,335049804.0104591,18431843.453430254,24942489.105390176,32427604.406935673,40055970.00301961,51386907.3647836,66980904.7357179,93058792.18989287,141003405.10562256,0.0,5211489.956821842,8761534.466891382,14779556.39146759,22269722.626404557,32215537.115775663,43720488.208891906,58896242.99586963,85425966.19647193,132408325.35694775,306497681.0013159,984641.0,177173,104529,30368,0.7992,67913206.90392609,65208584.97022479,2708800.1294880924,4178.195786783279,3762380.0,0.0006,382,893637.4263081428,31413,26081,24839,225.9938475560841,41335858.58520434,5576,22966,4652,3955.734778861631,2305729522.9174366,1007,55482,877,2301.4019887335858,8
86,37775,0.9834,0.976,0.6597,0.8976,0.9846,0.9958,0.087,0.0112,1003698.7769043826,13744121.402920162,341097185.9492273,18860725.77088601,25942076.01253886,33232229.95765691,41796814.7925423,53913778.58529673,70349598.40509726,97302860.1461565,147403407.259126,44.792522129256895,5182630.894064987,8912794.78064106,15351504.338684343,23576980.54568559,33667773.32730115,45839491.78767498,62012894.638410054,89823493.18920742,138220935.94158557,315288196.488233,1003078.0,179830,104072,30194,0.7993,71915392.78202385,69156172.80988814,2763529.5101854983,4309.538049805915,3340850.0,0.0005,405,914897.4415442972,31276,26086,24751,231.94855036471125,43518247.95778215,5517,22677,4588,4131.313885914754,2492769303.438011,982,55309,855,2373.9276456338553,8
87,37599,0.9839,0.9768,0.6604,0.9003,0.9853,0.996,0.085,0.0107,1022731.4131007248,13556096.228346221,350529616.5641276,18842434.344501864,26291172.74345902,34299464.01322171,43171172.5461985,55723882.73830626,72173360.9467735,100826029.41307363,154484917.05074045,59.94961188796171,4909323.753183327,8764372.175291693,14927115.349531742,23885579.007509664,34693871.1362162,47445569.81338047,64334667.84560327,92492908.9695647,144415529.28254697,322408918.88765615,1021908.0,182527,103573,30000,0.7979,75963630.17570129,73152955.68552954,2815024.877462865,4350.38729112445,4454256.0,0.0007,375,935598.8033323743,31176,26095,24630,236.91907484308706,45739426.407360926,5452,22341,4526,4253.0472442949795,2654600360.3610406,971,55137,844,2394.921420592103,8
88,37408,0.9843,0.9774,0.6608,0.9019,0.9858,0.9961,0.0839,0.0103,1042342.628795312,13845677.535303261,354147335.4625394,19217261.83844433,27108001.636443835,35493725.67562923,45149086.06997133,57712145.85128671,75219012.77354163,105140168.77112772,161489576.36441857,66.50419893720131,4860891.637005069,8784749.299471347,15242009.75315597,24704172.81612603,35747662.17757537,49166587.80541397,67240699.31971489,96876373.422848,150844767.48915115,330209800.1856458,1041149.0,185264,103116,29850,0.798,79673086.15384315,76807525.24609272,2869950.563000537,4389.6552500847965,4920247.0,0.0008,415,957262.9345749933,31064,26108,24536,242.32307857188587,48306236.509962164,5390,22082,4483,4406.2305270223615,2820024922.6987743,954,54926,831,2391.259593819448,8
89,37282,0.9841,0.9771,0.6618,0.8993,0.9857,0.9961,0.0864,0.0104,1062606.4017754896,13935354.261916175,364374968.9020067,19485216.283385027,27618276.372850817,36541382.91818845,46923550.75510204,60136905.7177932,78331969.23007692,108622956.94169426,168126231.7620694,64.64946610107987,4893429.100379436,8800378.45723187,15459008.189665876,25485079.062460624,37159925.23240697,51207153.475200504,70599249.10332929,101065852.92579068,157040393.5581269,336409079.9948156,1060811.0,188042,103018,29722,0.7972,80379847.83272515,77453068.43648349,2931243.856481965,4464.460240280897,4762855.0,0.0007,397,978602.3756101945,30984,26124,24447,247.67199354954235,50789262.66577626,5352,21898,4451,4513.273260100283,2848389362.69188,946,54996,824,2383.055929666295,8
90,37068,0.9844,0.9778,0.6633,0.9016,0.9864,0.9962,0.0847,0.0099,1083315.9915621555,14290653.538466867,383301926.1383751,19958473.222150054,28742373.565651372,38095786.712664306,48720900.24535517,63186906.14773556,82505259.95773344,113760321.14891793,176838046.66324314,72.6936737349765,4929282.637895962,9137092.722911462,16198233.663850812,26674070.27054043,38885003.82423659,54198369.418186225,74584311.56892763,105458148.98971963,164937731.8803054,355596881.8547527,1080641.0,190862,103053,29591,0.7983,85944474.58437757,82944657.88736069,3004296.48916375,4479.792146840042,5356288.0,0.0008,426,1002475.5766745606,30832,26134,24358,253.0593180538109,53683873.40298224,5299,21698,4416,4705.176196975984,3063405135.273506,937,55221,817,2430.9947819399254,8
91,36890,0.9848,0.9782,0.6612,0.9025,0.9866,0.9963,0.0841,0.0096,1104535.7645843064,14118914.499933504,367482463.7729624,19829993.70254696,28659989.378272373,38720304.80619689,49745423.00330585,64679529.89351482,85340790.01053232,117245746.94032557,181926198.34158626,90.90801705098889,4722200.40637623,8678107.782848448,15748602.745997678,27101845.496889595,39663091.62316266,55880380.991605125,77162017.1602546,109204906.51805454,171002326.61902168,350939450.440963,1101010.0,193724,101883,29521,0.8002,88527335.82521722,85491122.88518398,3040775.88411774,4562.9440845196605,5079689.0,0.0008,462,1025543.1017552731,30728,26141,24350,260.20702104045483,56351912.499551296,5251,21523,4381,4829.153682709979,3225418921.6535487,911,54219,790,2422.4379656954948,8
92,36715,0.9852,0.9788,0.6613,0.9042,0.9871,0.9964,0.0829,0.0093,1126393.4160018733,13831688.18033754,378823058.9119495,19932675.023573164,28479949.52959205,39723476.24183218,51066412.60892427,67204985.71484903,88657727.60399446,122696592.35782133,191184628.7632419,205.29210081346653,4642688.249284676,8536670.738617804,15497740.15969943,27391043.981697362,41183048.38153101,57538851.53490133,80213430.98904863,114117813.58570793,178202063.1773826,360737483.99523604,1121666.0,196629,101399,29350,0.7994,92930763.61748157,89837580.84413888,3097801.6582188974,4618.884876196842,4641165.0,0.0007,382,1049807.7057166044,30596,26153,24228,265.3205504697964,58895972.679392196,5218,21341,4341,4908.935486247395,3410115298.790968,901,53905,781,2413.3268486800202,8
93,36527,0.9856,0.9794,0.661,0.9062,0.9875,0.9965,0.0813,0.009,1148285.4447867454,13717647.578610536,393414853.67257756,19598264.63790212,28708840.701840162,40386961.207591265,52678582.77270115,69274643.45395721,91476492.62751015,127856253.46336192,196817261.33588675,202.91357713322418,4644657.399283627,8178735.267486846,15213960.72151382,27723811.521159846,42087054.22770305,59534252.449360326,82794948.84444891,118767083.37589957,184635363.6609669,375167083.5889897,1142771.0,199578,100844,29197,0.7993,97628737.17928222,94478454.97223285,3154969.137323366,4686.930273988523,5091942.0,0.0007,398,1074401.888405663,30472,26174,24120,270.296008764601,61632545.62479628,5172,21175,4307,4992.423331979148,3640523423.1400886,883,53495,770,2521.0064915078165,8
94,36302,0.9855,0.9792,0.6616,0.9045,0.9875,0.9965,0.0831,0.0089,1170843.331828045,13638040.724348811,410253566.3268067,19533253.68307238,28880680.698944945,41422739.53591639,54451980.72840799,71834177.85659711,95135981.33829536,133460555.65369828,204916254.63150713,148.26555738632356,4323136.152970501,7975865.609388561,14911105.947655002,27858646.199034378,43649653.673535176,62089790.72591366,86059060.6111119,124395671.67415829,193995327.84102887,381013850.7642847,1164333.0,202571,100407,29006,0.799,98990608.18116489,95774984.24810198,3220406.0219318336,4782.088868895797,5612663.0,0.0008,410,1099893.0160072,30337,26186,24001,278.44736302139006,64608757.824995026,5095,20874,4247,5148.351897764341,3713802278.9053884,870,53347,758,2610.4199385254524,8
95,36175,0.9845,0.978,0.6615,0.8973,0.987,0.9963,0.0897,0.0093,1193265.06816545,13478264.799300086,426904950.8590299,19745758.334288456,29130851.788335238,42469293.103000835,56640158.202968895,74661614.36016971,99862122.46145444,139363586.25079048,215106166.82309732,231.34868739613285,4291008.377165044,7894426.584917077,14854179.830189958,28468117.588897593,45992619.954784974,65496743.7510591,90520646.77630924,130944156.06123172,200881350.72620392,397569893.05501795,1186626.0,205609,99892,28921,0.7995,95595580.71486476,92323916.8728216,3276696.0970420046,5032.254998840548,5961464.0,0.0008,426,1123765.1793797412,30286,26201,23967,285.0804033534857,68236596.87927744,5037,20660,4212,5317.826438511152,3615525870.4889884,852,53031,742,2646.500904860521,8
96,35986,0.9845,0.978,0.6619,0.8965,0.9871,0.9963,0.0906,0.0092,1217129.2638686432,13358161.639393205,428723073.7569583,19355379.10842531,29404165.888242647,43529787.63016958,58743356.196247146,77858390.43496819,103859812.21699274,146359378.29394418,222181932.16739413,317.97052947462845,4097862.170828985,7737061.876336562,14834096.893219832,28551875.519924402,47306879.00571463,68934867.69851798,94195997.15628314,135905784.00257578,209755778.96468157,405490900.8085461,1209077.0,208693,99499,28765,0.7993,97899700.64553379,94561743.03514512,3343019.725171648,5062.114782981542,6176917.0,0.0009,412,1149844.3819873596,30171,26213,23862,289.6966364874542,71464621.64695004,4979,20443,4171,5435.257714681415,3747014738.5180316,836,52843,732,2676.6676001258534,8
97,35807,0.9842,0.9776,0.6619,0.8933,0.987,0.9962,0.0936,0.0093,1240801.1822561293,13282600.908288239,452650097.90908724,19007107.475343574,28949785.26849452,44210166.07975038,60387437.9418487,80987399.09719405,106951318.83380547,151119154.1211255,230455802.77245834,392.6179482645141,3989865.22542645,7575760.376280135,14372365.985948648,28986836.20553381,48771191.83544638,71392136.16887411,98088694.5969734,141126692.42159253,219402965.43247324,427363114.74949616,1231916.0,211823,98936,28606,0.7989,97978674.38523968,94579702.4919462,3403825.858919038,4853.965625553502,5304670.0,0.0007,391,1176086.3400088206,30072,26219,23773,295.00404862468946,75047728.35976373,4916,20224,4115,5590.300873924036,3790012811.5737896,819,52493,718,2747.9189749703974,8
98,35655,0.9843,0.9778,0.6608,0.8932,0.9872,0.9963,0.094,0.0091,1264496.420038775,12971864.166541923,465401511.7700405,18706784.22533202,29206001.48975065,44670046.20073681,61690989.23203288,84031262.3722163,110701804.25644912,156569709.47665697,242092023.8136812,326.1677016508134,3685823.104084464,7139042.724492406,13963336.007472128,28813772.869196657,49785004.425309256,73492652.43715961,101573623.14209491,145869739.32883504,228605448.6772574,450708508.4917656,1255717.0,215000,98077,28471,0.7985,100862881.22070926,97413843.31571956,3454129.9563871454,5092.051397448509,5781233.0,0.0008,394,1202324.6015210666,29996,26229,23698,299.3351120055414,79278604.7808079,4855,20003,4070,5813.819513226865,3949382431.550175,804,51845,703,2772.403382863514,8
99,35525,0.9846,0.9781,0.6589,0.894,0.9874,0.9963,0.0935,0.0089,1288819.491509559,13019168.887100944,480751610.60467005,18525778.60926254,29464349.317937475,45129915.32690312,62831744.6318388,86887545.15957549,114836862.98092423,160918827.9907544,252225423.0966529,306.6010122232408,3538574.9504949423,7080488.035134243,13569052.474936834,28954572.554312617,50681704.68086969,75647184.8270581,104724402.83299051,149508450.72784498,239176466.46952695,463880420.0056868,1279929.0,218225,97062,28341,0.7978,104396828.33733419,100905007.56347719,3497043.2626148215,5222.488757804531,4441324.0,0.0006,394,1229669.166330645,29913,26244,23633,306.42650424252196,82952045.11237754,4821,19819,4021,5985.706747325485,4136539094.089224,791,50999,687,2695.435736777217,8
100,35357,0.985,0.9788,0.659,0.8965,0.988,0.9965,0.0915,0.0085,1315130.4618761167,13104694.619299196,502378552.94791114,18425923.64568061,28941137.691341493,45756347.15401153,64193860.47654124,89987109.50509669,118889665.83077571,165843906.33121842,265163541.39849097,486.91928918080623,3409130.7654802348,7034089.143990098,13277590.613577258,28420513.112910394,52346619.0000448,79091382.22982456,108082520.56634417,155872739.58491418,252470473.90107942,481144564.0530101,1304798.0,221498,96674,28204,0.7977,110778900.35595241,107216595.22123638,3567611.1758918343,5306.041175808007,6712434.0,0.0009,409,1258535.002763841,29807,26255,23527,312.9201675740844,87267527.9636521,4775,19676,4005,6201.606025772721,4467863201.331081,775,50743,672,2796.6036485341856,8
0,50000,0.8923,0.7713,0.0961,0.5521,0.801,0.9328,0.2489,0.1318,300000.0,752306.6482429545,19193993.676340114,804191.3917356769,876223.381118679,972441.8952660498,1123125.401357172,1424350.6999948658,2239969.820930668,4108681.2094430695,8122025.38781311,0.0,351658.80484300177,402909.3438446651,470601.47864280344,569620.9526684696,731173.5484664362,997193.7555617718,1740670.249542808,3502690.1026465553,7565105.310423874,18877842.397940233,300000.0,50000,41068,36772,0.7354,1121374.3128276148,874966.3128276147,246408.0,0.0,0.0,0.0,0,203995.8553627886,37639,25594,25594,57.94985871595606,628755.8782142128,9854,10838,8671,294.246073739448,16830775.91442277,2507,4636,2507,1250.2494899687454,9
1,50393,0.9383,0.7801,0.095,0.5608,0.8087,0.9373,0.2479,0.1286,298762.9154011975,782538.8452386466,20241972.083297014,837016.5855110912,907366.9502775252,1011742.7549995332,1160312.9783066055,1462084.2057798523,2272847.135441597,4199965.98211211,8356797.53301446,0.0,380127.79244211613,436070.1891267172,504421.8317572478,600871.0673151334,770575.9743150215,1044318.1848788905,1750955.743060817,3626636.839490033,7886437.945306565,19795559.461917933,298763.0,50750,41778,37465,0.7435,1168876.0960356435,924354.1965727967,247687.51770347529,3165.618240628659,12181146.0,0.0057,9919,201883.96583326577,37974,25594,25594,58.6461550554697,656036.6045552031,9907,11548,9381,302.61521958415346,17809505.074698783,2512,4636,2490,1306.2848462951779,9
2,50764,0.9365,0.7906,0.0954,0.571,0.8179,0.9424,0.2469,0.1245,292574.6840284366,808971.254890836,21163201.29745674,872802.7041741544,947100.4564274335,1051247.881579334,1195761.5788644918,1507320.780462843,2310650.6529178023,4311367.770650869,8698617.826846374,0.0,421380.492765581,477996.4003814585,548521.3770277852,647744.7064798888,814559.6690844228,1097032.309648536,1791878.7709066428,3735347.8433004464,8208758.110438682,20677674.588117134,292575.0,51511,41797,37465,0.738,1213231.9546795913,975446.7802904857,240894.0207299772,3108.846340871571,11034386.0,0.0051,9752,196728.35590355558,38266,25594,25594,59.51256337905366,679797.5822577081,9982,11567,9399,312.78149428087454,18789650.32362992,2516,4636,2472,1363.1853943394824,9
3,51002,0.935,0.8014,0.0971,0.5802,0.8269,0.947,0.2468,0.1201,287174.71361002,850870.530222165,22369585.833744604,918635.0696528538,996451.24464414,1102313.3220416573,1261810.9540062207,1575861.2383122952,2377715.5761076096,4477984.7400666345,9116189.334989741,0.0,468358.00819535635,529029.2497942382,601406.0601888115,709016.2853366187,873413.4779645273,1168339.407160162,1872323.395039055,3917113.4072920852,8588241.28742644,22013088.594483234,287175.0,52283,41806,37388,0.7331,1269519.6025471706,1037148.4054884672,235395.20170151163,3024.004642808097,10190980.0,0.0046,9566,192669.50201578488,38460,25594,25594,60.456652104736044,710906.2040622912,10009,11576,9336,325.6381298891681,19827283.665662944,2533,4636,2458,1417.8834463025535,9
4,51296,0.9337,0.811,0.099,0.5888,0.835,0.9513,0.2462,0.1163,282572.44047531113,897595.9278587123,23745738.42786015,969122.8080902388,1051268.9271400063,1160995.152717805,1322146.9155889149,1625156.7783286767,2413475.190604996,4615689.8596423,9518653.066729527,0.0,522283.3611163915,583242.8934767669,662927.5687090552,767059.1347060769,934536.5998690476,1224817.588335093,1933663.4871559204,4073342.419677929,8980372.532771284,23292793.54559431,282572.0,53067,41816,37306,0.7273,1325265.3813513722,1097857.2361475632,230350.3035502887,2942.158346479833,10113198.0,0.0044,9398,188996.61738031084,38694,25594,25594,61.336860328121965,744650.3991410652,10059,11586,9277,337.41590895554805,20911262.101425976,2543,4636,2435,1481.8657412712214,9
5,51623,0.9329,0.8201,0.1009,0.598,0.8428,0.9553,0.2448,0.1125,278709.42603146203,949294.5848305513,25082267.76498755,1023989.5747203468,1108686.689833738,1224937.071805619,1395672.882965874,1693230.8140521832,2470273.459094387,4703442.7410171265,10002204.759094007,0.0,577273.806361035,645007.2061545596,724934.1130729032,838878.0699464974,1010187.5162294821,1300898.7453026003,1989060.0051754706,4203928.265273715,9328332.521994757,24480586.473067526,278709.0,53863,41827,37224,0.7211,1387201.1108883286,1164250.4297168402,225821.41996044322,2870.7387889546567,10044111.0,0.0043,9255,185714.90514197285,38960,25594,25594,62.20238005653912,779955.9997586387,10122,11597,9216,348.0049938998682,22227987.254427392,2541,4636,2414,1550.815692014099,9
6,51913,0.9319,0.8282,0.1027,0.6054,0.8498,0.9589,0.2444,0.109,275517.2138489764,1008471.2985915019,26291385.499282062,1090691.095059574,1183131.8726290828,1299241.7790600522,1478007.5886011168,1771746.0788869641,2560140.141583486,4834929.527359229,10417807.987507971,0.0,636470.2767192259,709831.2420910303,796462.1347627689,919198.4614789721,1087871.463878943,1387428.6026331505,2074144.59252711,4324850.54894261,9812029.897422167,25762813.282715846,275517.0,54670,41837,37145,0.7155,1452481.3608059047,1233243.1221415664,222040.98541405093,2802.7467497127145,9961030.0,0.0042,9107,183011.5234302413,39207,25594,25594,62.927627486221006,821637.550589113,10154,11607,9152,359.3886759126094,23465683.540636994,2552,4636,2399,1618.995954298838,9
7,52159,0.9313,0.8362,0.1045,0.6125,0.8568,0.9622,0.2443,0.1054,272972.2267975041,1071512.565380874,27253750.491019104,1160705.4583772288,1259129.3500617142,1378677.7190110276,1569269.5052199159,1861682.5931588071,2660050.0748094562,4994300.559344815,10913959.98501937,0.0,702953.266049059,780635.0758594483,878578.0437228634,1009523.9891803305,1176626.8096316664,1481143.1390951856,2208307.6213563597,4471534.966294701,10299252.259469096,26940604.201106265,272972.0,55490,41851,37070,0.7107,1529127.5699788206,1312861.1020567187,219025.6842290371,2759.216306935347,10090719.0,0.0042,8978,180989.99827843043,39405,25594,25594,63.531900314929324,866684.1200485768,10188,11621,9091,370.2250682887294,24862071.79474234,2566,4636,2385,1680.3576598880552,9
8,52300,0.9309,0.8434,0.107,0.6188,0.8631,0.965,0.2443,0.1019,270997.9499262405,1140426.0537709137,29067698.83131585,1233013.666877808,1346226.8087953785,1473373.015465871,1669039.360985351,1980624.5079966597,2761806.244807123,5159924.396855218,11312596.28593606,0.0,769944.5387930456,855225.8579046936,959119.5014041323,1097432.2791115395,1274523.0255157563,1591480.516243048,2298406.7073787665,4641364.852724684,10808559.733011512,28544975.48369425,270998.0,56322,41862,36957,0.7066,1609144.2939646165,1394923.489738534,216912.35525453687,2691.551028454495,10078990.0,0.0041,8801,179642.3067906479,39541,25594,25594,64.35471331463337,916117.4916555992,10199,11632,9003,384.9768515557768,26449815.556306634,2560,4636,2360,1775.8650471941435,9
9,52513,0.9305,0.85,0.1091,0.6249,0.8688,0.9677,0.2439,0.0989,269545.12386056205,1214859.2976474112,30702947.91511307,1316169.6860233736,1434848.3361545794,1577768.8309898935,1774863.0086543346,2104014.3669732125,2891650.786959989,5327070.187162586,11890455.109049398,0.0,846711.9234354777,938619.8279806519,1047234.6232719165,1198842.5088126468,1381380.5337794665,1716536.032727756,2451274.4827138307,4793182.8536142735,11354724.94472674,30083928.414644953,269545.0,57166,41869,36863,0.702,1693917.2832444152,1481616.997181907,214910.30394222142,2610.0178797132917,9979934.0,0.004,8591,178439.75415493586,39724,25594,25594,64.96172558088145,970456.5860885421,10217,11639,8925,398.5184785105018,27974021.21341239,2572,4636,2344,1827.9507115550407,9
10,52633,0.9301,0.8561,0.1112,0.6305,0.8741,0.97,0.2436,0.0959,268666.2007847916,1295063.367875584,31978998.314402286,1407132.0310158618,1532589.793647022,1688073.6025761657,1888471.3185712574,2249283.592075823,3038075.7168663954,5524215.273101803,12418840.603255004,0.0,925723.8150981492,1023721.8419574469,1145814.0799733864,1304597.3589796633,1508898.005730298,1851945.9817147236,2585430.8195958612,5026371.886662719,11911999.760665335,31336155.36186891,268666.0,58023,41884,36771,0.6986,1786723.410107579,1575505.688873316,213797.71538141876,2579.99414715594,9955079.0,0.0039,8386,177960.98236295342,39834,25594,25594,65.47691926086375,1030416.4542826308,10216,11654,8851,411.9719927872772,29587681.368871454,2583,4636,2326,1871.9460049128081,9
11,52740,0.9298,0.8614,0.1136,0.6358,0.8786,0.972,0.2428,0.0934,268241.7992374296,1378597.167851108,33624404.18926428,1495867.8245787178,1631643.4135248386,1803291.3035418617,2021559.5019437848,2379549.67516735,3177040.360334828,5737624.636149236,13091711.141689043,0.0,1006890.9938847274,1112316.7867737985,1242956.2359196492,1411993.3838206385,1633015.181389059,1968149.4846649747,2703881.096645082,5180909.845956141,12471074.43032795,33084974.573143914,268242.0,58893,41896,36669,0.6953,1877667.770843316,1667125.7354646146,213087.94882160312,2545.9134429014794,9877884.0,0.0038,8151,177805.1948027507,39938,25594,25594,65.70774675659906,1092559.7847228143,10227,11666,8777,427.2191546547734,31360545.804226805,2575,4636,2298,1944.0672995348652,9
12,52816,0.9407,0.8541,0.2314,0.6289,0.8716,0.9706,0.2427,0.099,308478.06912304397,1566947.5025137311,35568141.850615196,1695258.2136084693,1855098.2326359693,2032174.5806507424,2271245.574181522,2631327.644548195,3455817.4065269516,6119124.382261041,13705476.816454938,0.0,825599.5573972665,943033.3155798604,1083379.3962630867,1261868.4789403148,1506519.1000276038,1851159.1414738903,2622235.7919880874,5139716.892498637,12843341.819406755,34563130.67737101,308478.0,59776,51729,36558,0.6922,2023077.7742985215,1723457.8941090843,302129.31758682866,2509.437397391338,9722271.0,0.0037,7898,203793.98993573405,40014,25595,25594,66.53282717358206,1237526.530979179,10217,19232,8685,397.51581574969475,33289150.65649825,2585,6902,2279,1970.8924089034656,9
13,52966,0.9494,0.8452,0.3069,0.619,0.8629,0.969,0.244,0.1061,354749.7794915005,1805748.4612705822,37487401.14854539,1950414.676332728,2117699.485416487,2299879.1892115073,2565900.804840849,2931923.505005257,3769743.8305360815,6394041.542695434,14410188.685846679,0.0,586954.4353282193,717005.851636407,864699.5115616907,1063507.783106682,1323410.8766519586,1677621.5471591507,2448718.6777923354,4924698.887985538,12832933.351110952,36138255.767175436,354750.0,60672,60126,36448,0.6881,2159780.9990356485,1759534.882430635,402705.23055745126,2459.1139524375585,9654561.0,0.0036,7630,233141.40399524887,40160,25595,25594,66.84900622310325,1412021.1491396523,10230,25418,8609,369.26117172047685,35165770.67343724,2576,9113,2245,1997.2603834661145,9
14,53046,0.95,0.849,0.3214,0.6218,0.8669,0.9705,0.245,0.1036,357801.87510726746,1885236.7128162668,39652517.755880065,2035380.762580458,2215311.331205722,2415517.80472502,2694354.5212008627,3065261.4511555783,3904199.253061072,6584829.396240667,14924537.601509927,0.0,572390.6290087511,713282.4741554423,882645.0373224617,1090141.5105460114,1372210.4730682385,1752516.4070034646,2521736.485487247,4986552.656780823,13312819.589041881,38062208.73107324,357802.0,61582,61582,36361,0.6855,2249767.4332684185,1836785.1643402257,415378.25798091746,2395.9890527247494,9724736.0,0.0036,7431,235220.0379503132,40241,25595,25594,67.27729489116457,1471393.8233618937,10235,26393,8547,373.9434696292494,36893368.84664941,2570,9594,2220,2081.529970801203,9
15,53085,0.9499,0.8567,0.3231,0.6316,0.8743,0.9727,0.2428,0.0983,351990.8985434039,1919358.4377282062,42070925.63209123,2081425.1918662519,2275222.89643187,2497154.73889549,2792627.725959343,3170297.0754640996,4026548.111101455,6737689.432452997,15521254.55098966,0.0,625190.9740650201,775883.3406467099,956923.3496739162,1189307.3714220417,1479476.6371089933,1867241.0268963897,2666600.672860559,5184699.102382123,13914178.339442736,40310971.13937421,351991.0,62505,61597,36277,0.6834,2359844.6290832898,1953813.6538506872,408431.4472558735,2400.4720232714208,9387349.0,0.0034,7166,231938.6003921679,40272,25595,25594,67.88405455705733,1509194.6580446677,10243,26408,8487,385.3557335494035,39094568.069082305,2570,9594,2196,2169.4894140982246,9
16,53046,0.9497,0.8629,0.325,0.6393,0.8804,0.9744,0.2411,0.094,347075.03524789336,1963436.3855468147,44174550.584976375,2142574.8922136156,2349047.4228987764,2579581.368551834,2908233.8350431384,3303897.373516973,4171924.630654634,6932556.032097673,16082773.10470486,0.0,681137.7500338848,845241.4578431359,1037200.6081684666,1281897.1587425247,1593931.1224873317,2002896.5353394991,2813605.0269692037,5418568.820971831,14548307.260245819,42603145.73913472,347075.0,63442,61608,36179,0.682,2464469.153603225,2063764.8587636077,403095.4034527054,2391.108613087975,9125374.0,0.0033,6889,229502.1294333146,40246,25595,25594,68.33514145543967,1554080.6650407552,10235,26419,8414,396.6622541121557,41164784.56692842,2565,9594,2171,2234.87525842101,9
17,53064,0.9497,0.8696,0.3269,0.648,0.8868,0.9763,0.2388,0.0895,343080.0550888692,2010101.4602118498,46639565.36162112,2204456.022733501,2417463.308526297,2675341.953956671,3019772.065542814,3445289.6986513366,4335524.677904527,7143468.328602947,16792334.078601632,0.0,740757.9005310986,917745.7283750827,1119052.218233257,1378342.568030469,1708531.4652674326,2158871.917233026,2973535.7368511646,5620004.97755925,15187586.497506514,45119556.79445193,343080.0,64393,61624,36080,0.6799,2593028.4501849767,2197009.8794692326,398423.890298441,2405.319582697277,8909002.0,0.0032,6577,227277.32086304083,40294,25595,25594,68.40195985415352,1607392.5246911885,10213,26435,8342,411.7330266094934,43810031.07512285,2557,9594,2144,2335.0962786804957,9
