tipo_ente;cod_ibge;tipo_receita;ano;DCA;RREO;SIOPS;SIOPE;DCA2
Município;2804003;Cota-Parte ICMS;2024;8398595,8;8212598,92;8212598,92;8221734,74;8212598,920000001
Município;2804003;Cota-Parte ICMS;2025;8388558,29;8326877,59;8326877,59;;8326877,59
Município;2804003;ISS;2019;765434,24;765434,24;;765434,24;765434,24
Município;2804003;ISS;2020;725619,94;725619,94;725619,94;725619,94;725619,94
Município;2804003;ISS;2021;468686,35;468686,35;468686,35;468686,35;468686,35
Município;2804003;ISS;2022;1422203,64;1422203,64;1422203,63;1422203,64;1422203,64
Município;2804003;ISS;2023;1881330,48;1881330,48;1881330,48;1881330,48;1881330,48
Município;2804003;ISS;2024;2915438,22;2915438,22;2915438,22;2915438,22;2915438,22
Município;2804003;ISS;2025;2699265,06;2679257,68;2699265,06;;2699265,06
Município;2804003;LC194;2023;;;;;196258,96
Município;2804003;LC194;2024;;;;;9135,82
Município;2804102;Cota-Parte ICMS;2019;3555156,1;3555156,1;;3555156,1;3555156,1
Município;2804102;Cota-Parte ICMS;2020;3432255,25;3432255,25;3432255,25;3432255,25;3432255,25
Município;2804102;Cota-Parte ICMS;2021;4193053,15;4193053,15;4193053,15;4193053,15;4193053,15
Município;2804102;Cota-Parte ICMS;2022;4568247,07;4568247,07;4568247,07;4568247,07;4550415,430000001
Município;2804102;Cota-Parte ICMS;2023;5260947,03;5225283,75;5225283,75;5260947,03;5225283,75
Município;2804102;Cota-Parte ICMS;2024;5921529,48;5885866,2;5885866,2;5921529,48;5885866,2
Município;2804102;Cota-Parte ICMS;2025;6952373,91;6941241,01;6941241,01;6952373,91;6941241,01
Município;2804102;ISS;2019;637983,74;637851,25;;637983,74;637983,74
Município;2804102;ISS;2020;815168,97;815168,97;815168,97;815168,97;815168,97
Município;2804102;ISS;2021;662633,82;662633,82;662633,82;662633,82;662633,82
Município;2804102;ISS;2022;890537,63;890537,63;890537,63;890537,63;890537,63
Município;2804102;ISS;2023;1174085,36;1174085,36;1174085,36;1174085,36;1174085,36
Município;2804102;ISS;2024;899492,59;899492,59;899492,59;899492,59;899492,59
Município;2804102;ISS;2025;1157755,81;1157755,81;1157755,81;1157755,81;1157755,81
Município;2804201;Cota-Parte ICMS;2019;4022884,3;4022884,3;;4022884,3;4022884,3
Município;2804201;Cota-Parte ICMS;2020;3905421,09;3905421,09;3905421,09;3905421,09;3905421,09
Município;2804201;Cota-Parte ICMS;2021;4890163,05;4890163,05;4890163,05;4890163,05;4890163,05
Município;2804201;Cota-Parte ICMS;2022;5280122,14;5260627,34;5250879,94;5280122,14;5250879,9399999995
Município;2804201;Cota-Parte ICMS;2023;6111863,77;6111863,77;6041705,53;6111863,77;6111863,77
Município;2804201;Cota-Parte ICMS;2024;6218174,37;6218174,37;6159689,97;6218174,37;6159689,97
Município;2804201;Cota-Parte ICMS;2025;7160777,3;7160777,3;7142772,7;7160777,3;7160777,3
Município;2804201;ISS;2019;1059775,99;1059775,99;;1059775,99;1059775,99
Município;2804201;ISS;2020;1434400,3;1434400,3;1434400,3;1434400,3;1434400,3
Município;2804201;ISS;2021;683087,58;683087,58;682671,58;683087,58;683087,58
Município;2804201;ISS;2022;894376,62;894376,62;894376,62;894376,62;894376,62
Município;2804201;ISS;2023;1040369,39;1040369,39;1040369,39;1040369,39;1040369,39
Município;2804201;ISS;2024;1999446,2;1999446,2;1999446,2;1999446,2;1999446,2
Município;2804201;ISS;2025;1450912,1;1450912,1;1450912,1;1450912,1;1450912,1
Município;2804300;Cota-Parte ICMS;2019;4360893,23;4360893,23;;4360893,23;4360893,23
Município;2804300;Cota-Parte ICMS;2020;3986699,01;3986699,01;3986699,01;3986699,01;3986699,01
Município;2804300;Cota-Parte ICMS;2021;4603338,17;4938239,85;4603338,17;4603338,17;4603338,17
Município;2804300;Cota-Parte ICMS;2022;4355640,39;4342822,15;4355640,38;4355640,39;4336413,029999999
Município;2804300;Cota-Parte ICMS;2023;4533558,75;4495104,03;4582285,74;4533558,75;4495104,03
Município;2804300;Cota-Parte ICMS;2024;4637604,39;4599149,67;4599149,67;4637604,39;4599149,67
Município;2804300;Cota-Parte ICMS;2025;4299975,32;4287046,02;4287046,02;4299975,32;4287046,0200000005
Município;2804300;ISS;2019;385465,65;385465,65;;385465,65;385465,65
Município;2804300;ISS;2020;555492,29;555492,29;555492,29;555492,29;555492,29
Município;2804300;ISS;2021;383327,85;395754,8;383088,85;383088,85;383327,85
Município;2804300;ISS;2022;1744243,97;1744243,97;2503075,88;1744243,97;1744243,97
Município;2804300;ISS;2023;1633527,81;1633527,81;1633527,81;1633527,81;1633527,81
Município;2804300;ISS;2024;364200,28;364200,28;364200,28;364200,28;364200,28
Município;2804300;ISS;2025;559811,21;559811,21;559811,21;559811,21;559811,21
Município;2804300;LC194;2023;;;;;87181,71
Município;2804300;LC194;2024;;;;;4447,2
Município;2804409;Cota-Parte ICMS;2019;6369322,66;6880702,31;;6369322,66;6369322,66
Município;2804409;Cota-Parte ICMS;2020;6154974,67;6154974,67;6154974,67;6154974,67;6154974,67
Município;2804409;Cota-Parte ICMS;2021;7512069,43;6953010,03;7512069,43;7512069,43;7512069,43
Município;2804409;Cota-Parte ICMS;2022;7378890,16;7378890,16;7308993,58;7378890,16;7378890,16
Município;2804409;Cota-Parte ICMS;2023;8037046,03;8037046,03;7908902,3;8037046,03;8037046,03
Município;2804409;Cota-Parte ICMS;2024;8134462,32;8134462,32;7994669,16;8134462,32;8134462,32
Município;2804409;Cota-Parte ICMS;2025;8588702,86;8545495,46;8545495,46;8588702,86;8545495,459999999
Município;2804409;ISS;2019;475624,72;554544,34;;475624,72;475624,72
Município;2804409;ISS;2020;828548,93;828548,93;828548,93;828548,93;828548,93
Município;2804409;ISS;2021;1061869,97;972655,62;1061869,97;1061869,97;1061869,97
Município;2804409;ISS;2022;1265741,4;1265741,4;1265741,4;1265741,4;1265741,4
Município;2804409;ISS;2023;1555587,82;1555587,82;1555587,82;1555587,82;1555587,82
Município;2804409;ISS;2024;2259880,22;2259880,22;2259880,22;2259880,22;2259880,22
Município;2804409;ISS;2025;3491003,5;3491003,5;3491003,5;3491003,5;3491003,5
Município;2804458;Cota-Parte ICMS;2019;3451758,5;3451758,5;;3451758,5;3451758,5
Município;2804458;Cota-Parte ICMS;2020;3343191,49;3343191,49;3343191,49;3343191,49;3343191,49
Município;2804458;Cota-Parte ICMS;2021;4116034,49;4116034,49;4116034,49;4116034,49;4116034,49
Município;2804458;Cota-Parte ICMS;2022;5255633,31;5255633,31;5255633,31;5255633,31;5255633,31
Município;2804458;Cota-Parte ICMS;2023;6446980,69;6446980,69;6408106,21;6446980,69;6446980,69
Município;2804458;Cota-Parte ICMS;2024;6825859,32;6825859,32;6825859,32;6825859,32;6825859,32
Município;2804458;Cota-Parte ICMS;2025;6213571,25;6213571,25;6213571,25;6213571,25;6213571,25
Município;2804458;ISS;2019;636520,61;636520,61;;636520,61;636520,61
Município;2804458;ISS;2020;406121,7;406121,7;406121,7;406121,7;406121,7
Município;2804458;ISS;2021;231005,9;231005,9;231005,9;231005,9;231005,9
Município;2804458;ISS;2022;279725,26;279725,26;279725,26;279725,26;279725,26
Município;2804458;ISS;2023;331166,61;331166,61;331166,61;331166,61;331166,61
Município;2804458;ISS;2024;448010,82;448010,82;448010,82;448010,82;448010,82
Município;2804458;ISS;2025;742418,56;742418,56;742418,56;742418,56;742418,56
Município;2804458;LC194;2024;;;;;35634,94
Município;2804458;LC194;2025;;;;;8972,3
Município;2804508;Cota-Parte ICMS;2019;11556604,14;11556604,14;;11556604,14;11556604,14
Município;2804508;Cota-Parte ICMS;2020;11663564,87;11663564,87;11663564,87;11663564,87;11663564,87
Município;2804508;Cota-Parte ICMS;2021;16126160,11;16126160,11;16126160,11;16126160,11;16126160,11
Município;2804508;Cota-Parte ICMS;2022;20810672,65;20767671,97;20767671,97;20810672,65;20767671,97
Município;2804508;Cota-Parte ICMS;2023;24791904,66;24705903,3;25366039,66;24791904,66;24705903,3
Município;2804508;Cota-Parte ICMS;2024;28008074,73;27922073,37;27922073,37;28008074,73;27922073,37
Município;2804508;Cota-Parte ICMS;2025;31389342,3;31389342,3;31389342,3;31389342,3;31389342,3
Município;2804508;ISS;2019;;3799958,54;;3799958,54;
Município;2804508;ISS;2020;;3381968,37;3381893,53;3381893,5300000003;
Município;2804508;ISS;2021;3438496,11;3438496,11;3438496,11;3438156,11;3438496,11
Município;2804508;ISS;2022;4252519,29;4252519,29;4252519,29;4252519,29;4252519,29
Município;2804508;ISS;2023;5674618,71;5674618,71;5674618,71;5674618,71;5674618,71
Município;2804508;ISS;2024;7418480,79;7418480,79;7418480,79;7418480,79;7418480,79
Município;2804508;ISS;2025;9408651,76;9408651,76;9408651,76;9408651,76;9408651,76
Município;2804508;LC194;2023;;;;;660136,36
Município;2804508;LC194;2024;;;;;24457,04
Município;2804607;Cota-Parte ICMS;2019;6514868,68;6514868,68;;6514868,68;6514868,68
Município;2804607;Cota-Parte ICMS;2020;6064253,31;6064253,31;6064253,31;6064253,31;6064253,31
Município;2804607;Cota-Parte ICMS;2021;7461787,65;7461787,65;7461787,65;7461787,65;7461787,65
Município;2804607;Cota-Parte ICMS;2022;8281310,76;8281310,76;8281310,75;8281310,76;8263594,859999999
Município;2804607;Cota-Parte ICMS;2023;9470608,3;9470608,3;9470608,3;9470608,3;9470608,3
Município;2804607;Cota-Parte ICMS;2024;9248429,85;9177566,25;9177566,25;9248429,85;9177566,25
Município;2804607;Cota-Parte ICMS;2025;9929189,93;9909138,83;9909138,83;9909138,83;9909138,83
Município;2804607;ISS;2019;;1049933,61;;1049933,61;
Município;2804607;ISS;2020;1171585,05;1171585,05;877385,8;877385,7999999999;1171585,05
Município;2804607;ISS;2021;1142766,94;1142766,94;1142766,93;1142766,94;1142766,94
Município;2804607;ISS;2022;2194851,58;2194851,58;2194851,58;2194851,58;2194851,58
Município;2804607;ISS;2023;1865389,67;1865389,67;1865389,67;1865389,67;1865389,67
Município;2804607;ISS;2024;1729185,62;1729185,62;1729185,62;1729185,62;1729185,62
Município;2804607;ISS;2025;3945660,75;3945660,75;3945660,75;3945660,75;3945660,75
Município;2804706;Cota-Parte ICMS;2019;3279870,31;;;3279870,31;3279870,31
Município;2804706;Cota-Parte ICMS;2020;3199141,81;;3199141,81;3199141,81;3199141,81
Município;2804706;Cota-Parte ICMS;2021;3894201,15;3894201,15;3894201,15;3894201,15;3894201,15
Município;2804706;Cota-Parte ICMS;2022;4186337,44;9782517,48;4186337,44;4186337,44;4186337,44
Município;2804706;Cota-Parte ICMS;2023;4639740,85;4620475,81;4739734,41;4639740,85;4620475,81
Município;2804706;Cota-Parte ICMS;2024;5598290,97;5598290,97;5598290,96;5598290,97;5598290,97
Município;2804706;Cota-Parte ICMS;2025;5162627,72;5157889,12;5157889,12;;5157889,12
Município;2804706;ISS;2019;348633,48;;;348633,48;348633,48
Município;2804706;ISS;2020;110013,45;;110013,45;110013,45;110013,45
Município;2804706;ISS;2021;153264,6;153264,6;153264,6;153264,6;153264,6
Município;2804706;ISS;2022;213414,21;572359,95;213414,21;213414,21;213414,21
Município;2804706;ISS;2023;160380,12;160380,12;160380,12;160380,12;160380,12
Município;2804706;ISS;2024;430460,08;430460,08;430460,08;430460,08;430460,08
Município;2804706;ISS;2025;494619,9;494619,9;494619,9;;494619,9
Município;2804706;LC194;2023;;;;;119258,6
Município;2804805;Cota-Parte ICMS;2019;50562563,04;50562563,04;;50562563,04;50562563,04
Município;2804805;Cota-Parte ICMS;2020;49346206,78;49346206,78;49346206,78;49346206,78;49346206,78
Município;2804805;Cota-Parte ICMS;2021;63360618,05;63360618,05;63360618,05;63360618,05;63360618,05
Município;2804805;Cota-Parte ICMS;2022;65948255,47;65948255,47;65883971,36;65948255,47;65948255,47
Município;2804805;Cota-Parte ICMS;2023;69586468,62;69586468,62;83503762,12;69586468,62;69586468,62
Município;2804805;Cota-Parte ICMS;2024;80811875,67;80811875,67;80811875,67;80811875,67;80811875,67
Município;2804805;Cota-Parte ICMS;2025;92101660,07;91746104,27;91746104,27;92101660,07;91746104,27
Município;2804805;ISS;2019;18279440,0;18279440,0;;18279440,0;18279440,0
Município;2804805;ISS;2020;16431594,68;16431594,68;16431594,68;16431594,68;16431594,68
Município;2804805;ISS;2021;19771496,15;19771496,15;19771496,15;19771496,15;19771496,15
Município;2804805;ISS;2022;27221189,4;27221189,4;27221189,4;27221189,4;27221189,4
Município;2804805;ISS;2023;29356532,18;29356532,18;30148682,11;30148682,11;29356532,18
Município;2804805;ISS;2024;66407508,73;66407508,73;66407508,73;66407508,73;66407508,73
Município;2804805;ISS;2025;50997037,69;50997037,69;50997037,69;50997037,69;50997037,69
Município;2804805;LC194;2023;;;;;1686776,51
Município;2804904;Cota-Parte ICMS;2019;6247627,03;6247627,03;;6247627,03;6247627,03
Município;2804904;Cota-Parte ICMS;2020;5795860,45;5795860,45;5795860,45;5795860,45;5795860,45
Município;2804904;Cota-Parte ICMS;2021;7177220,14;7177220,14;7177220,14;7177220,14;7177220,14
Município;2804904;Cota-Parte ICMS;2022;7137301,56;7110014,61;7091823,31;7137301,56;7137301,56
Município;2804904;Cota-Parte ICMS;2023;6670258,48;6670258,48;6745953,07;6745953,07;6670258,48
Município;2804904;Cota-Parte ICMS;2024;6588929,15;6588929,15;6479781,35;6588929,15;6588929,15
Município;2804904;Cota-Parte ICMS;2025;5265867,05;5265867,05;5235125,45;5265867,05;5265867,05
Município;2804904;ISS;2019;388043,86;388043,86;;388043,86;388043,86
Município;2804904;ISS;2020;362374,46;362374,46;362374,46;359159,58;362374,46
Município;2804904;ISS;2021;603819,54;603819,54;603819,54;603819,54;603819,54
Município;2804904;ISS;2022;1914191,27;1914191,27;1914191,27;1914191,27;1914191,27
Município;2804904;ISS;2023;1956504,51;1956504,51;1956504,51;1956504,51;1956504,51
Município;2804904;ISS;2024;1981195,98;1981195,98;1981195,98;1981195,98;1981195,98
Município;2804904;ISS;2025;1748804,98;1748804,98;1748804,98;1748804,98;1748804,98
Município;2804904;LC194;2023;;;;;184842,39
Município;2804904;LC194;2024;;;;;6410,86
Município;2805000;Cota-Parte ICMS;2019;3010810,64;3010810,64;;3010810,64;3010810,64
Município;2805000;Cota-Parte ICMS;2020;2916941,01;2916941,01;2916941,01;2916941,01;2916941,01
Município;2805000;Cota-Parte ICMS;2021;3535402,18;3535402,18;3535402,18;3535402,18;3535402,18
Município;2805000;Cota-Parte ICMS;2022;3852142,25;3848924,87;3848924,87;3852142,25;3848924,87
Município;2805000;Cota-Parte ICMS;2023;4339380,27;4332945,51;4332945,51;4339380,27;4332945,51
Município;2805000;Cota-Parte ICMS;2024;5204701,08;5198266,32;5198266,32;5204701,08;5198266,32
Município;2805000;Cota-Parte ICMS;2025;5953565,53;5951241,83;5951241,83;5953565,53;5951241,83
Município;2805000;ISS;2019;48792,84;48792,84;;48792,84;48792,84
Município;2805000;ISS;2020;29611,16;29611,16;29611,16;29611,16;29611,16
Município;2805000;ISS;2021;22186,1;22186,1;22186,1;22186,1;22186,1
Município;2805000;ISS;2022;110787,67;110787,67;110787,67;110787,67;110787,67
Município;2805000;ISS;2023;85808,16;85808,16;85808,16;85808,16;85808,16
Município;2805000;ISS;2024;365633,7;365633,7;365633,7;365674,04;365633,7
Município;2805000;ISS;2025;156302,87;156302,87;156302,87;156303,07;156302,87
Município;2805109;Cota-Parte ICMS;2019;3532881,91;3532881,91;;3532881,91;3532881,91
Município;2805109;Cota-Parte ICMS;2020;3437741,34;3437741,34;3437741,33;3437741,34;3437741,34
Município;2805109;Cota-Parte ICMS;2021;4118956,92;4118956,92;4118956,92;4118956,92;4118956,92
Município;2805109;Cota-Parte ICMS;2022;4313966,55;4310675,25;4310675,25;4313966,55;4310675,25
Município;2805109;Cota-Parte ICMS;2023;4848443,33;4841860,73;4966996,74;4848443,33;4841860,73
Município;2805109;Cota-Parte ICMS;2024;5063741,97;5057159,37;5057159,37;5063741,97;5057159,37
Município;2805109;Cota-Parte ICMS;2025;5089937,87;5089937,87;5089937,87;5089937,87;5089937,87
Município;2805109;ISS;2019;67489,74;67489,74;;67489,74;67489,74
Município;2805109;ISS;2020;75701,06;75701,06;75701,06;75701,06;75701,06
Município;2805109;ISS;2021;95636,18;95636,18;95636,18;95636,18;95636,18
Município;2805109;ISS;2022;283648,08;283648,08;283648,08;283648,08;283648,08
Município;2805109;ISS;2023;246283,95;246283,95;246283,95;246283,95;246283,95
Município;2805109;ISS;2024;360312,63;360312,63;360312,63;360312,63;360312,63
Município;2805109;ISS;2025;314695,17;314695,17;314695,17;314695,17;314695,17
Município;2805109;LC194;2023;;;;;125136,01
Município;2805109;LC194;2024;;;;;4846,58
Município;2805208;Cota-Parte ICMS;2019;3289235,5;3289235,5;;3289235,5;3289235,5
Município;2805208;Cota-Parte ICMS;2020;3126184,35;3126184,35;3126184,35;3126184,35;3126184,35
Município;2805208;Cota-Parte ICMS;2021;3837923,44;3837923,44;3837923,44;3837923,44;3837923,44
Município;2805208;Cota-Parte ICMS;2022;4268367,59;4268367,59;4262192,51;4280816,61;4268367,59
Município;2805208;Cota-Parte ICMS;2023;4723038,22;4723038,22;5640174,16;4723038,22;4723038,22
Município;2805208;Cota-Parte ICMS;2024;6982675,86;6982675,86;6976679,84;6989030,0;6982675,86
Município;2805208;Cota-Parte ICMS;2025;7120377,89;7120377,89;7120377,89;7120377,89;7120377,89
Município;2805208;ISS;2019;168149,01;168149,01;;168149,01;168149,01
Município;2805208;ISS;2020;200664,18;200664,18;200664,18;200664,18;200664,18
Município;2805208;ISS;2021;151965,48;151965,48;151965,48;151965,48;151965,48
Município;2805208;ISS;2022;131191,98;131191,98;131191,98;131191,98;131191,98
Município;2805208;ISS;2023;373708,8;373708,8;373708,8;373708,8;373708,8
Município;2805208;ISS;2024;229444,18;229444,18;229444,18;229444,18;229444,18
Município;2805208;ISS;2025;241725,48;241725,48;241725,48;241725,48;241725,48
Município;2805307;Cota-Parte ICMS;2019;5289362,02;5289362,02;;5289362,02;5289362,02
Município;2805307;Cota-Parte ICMS;2020;4302844,52;4302844,52;4302844,52;4302844,52;4302844,52
Município;2805307;Cota-Parte ICMS;2021;5342199,38;5342199,38;5342199,38;5342199,38;5342199,38
Município;2805307;Cota-Parte ICMS;2022;5190472,94;5160762,02;5160762,02;5190472,94;5160762,0200000005
Município;2805307;Cota-Parte ICMS;2023;4741807,73;4682385,89;4804253,78;4741807,73;4682385,890000001
Município;2805307;Cota-Parte ICMS;2024;5145803,23;5086381,39;5086381,39;5145803,23;5086381,390000001
Município;2805307;Cota-Parte ICMS;2025;5508003,34;5489626,34;5489626,34;;5489626,34
Município;2805307;ISS;2019;1672363,59;1672363,59;;1672363,59;1672363,59
Município;2805307;ISS;2020;1204613,77;1204613,77;1204613,77;1204613,77;1204613,77
Município;2805307;ISS;2021;1360171,1;1360171,1;1360171,1;1360171,1;1360171,1
Município;2805307;ISS;2022;722942,5;722942,5;722942,5;722942,5;722942,5
Município;2805307;ISS;2023;697751,65;697751,65;697751,65;697751,65;697751,65
Município;2805307;ISS;2024;1006143,66;1006143,66;1006143,66;1006143,66;1006143,66
Município;2805307;ISS;2025;756397,96;756397,96;756397,96;;756397,96
Município;2805307;LC194;2023;;;;;121867,89
Município;2805307;LC194;2024;;;;;4652,51
Município;2805406;Cota-Parte ICMS;2019;5475967,11;5475967,11;;5475967,11;5475967,11
Município;2805406;Cota-Parte ICMS;2020;5762073,26;5762073,26;5762073,26;5762073,26;5762073,26
Município;2805406;Cota-Parte ICMS;2021;6922494,1;6922494,1;6922494,1;6922494,1;6922494,1
Município;2805406;Cota-Parte ICMS;2022;6994895,45;6994895,45;6994895,45;6994895,45;6994895,45
Município;2805406;Cota-Parte ICMS;2023;8781456,44;8781456,44;8657948,77;8781456,44;8781456,44
Município;2805406;Cota-Parte ICMS;2024;9814678,18;9814678,18;9679942,54;9814678,18;9814678,18
Município;2805406;Cota-Parte ICMS;2025;9942261,72;9942231,72;9919360,76;9942261,72;9942261,72
Município;2805406;ISS;2019;1990290,81;1990290,81;;1990290,81;1990290,81
Município;2805406;ISS;2020;1467615,6;1467615,6;1467615,6;1467615,6;1467615,6
Município;2805406;ISS;2021;1026588,21;1026588,21;1026588,21;1026588,21;1026588,21
Município;2805406;ISS;2022;1798638,18;1798638,18;1798638,18;1798638,18;1798638,18
Município;2805406;ISS;2023;1764560,98;1764560,98;1764560,98;1764560,98;1764560,98
Município;2805406;ISS;2024;2380921,05;2380921,05;2380921,05;2380921,05;2380921,05
Município;2805406;ISS;2025;2031863,07;2031863,07;2030496,7;2031863,07;2030496,7
Município;2805505;Cota-Parte ICMS;2019;5078117,29;5774638,19;;5774638,19;5078117,29
Município;2805505;Cota-Parte ICMS;2020;5780533,34;5780533,34;5780533,34;5780533,34;5780533,34
Município;2805505;Cota-Parte ICMS;2021;7226796,35;7226796,35;7226796,35;7226796,35;7226796,35
Município;2805505;Cota-Parte ICMS;2022;7354603,84;7320799,54;7320799,54;7354603,84;7320799,54
Município;2805505;Cota-Parte ICMS;2023;7911775,49;7844166,89;7844166,89;7911775,49;7844166,890000001
Município;2805505;Cota-Parte ICMS;2024;9615920,54;9548311,94;9548311,94;9615920,54;9548311,94
Município;2805505;Cota-Parte ICMS;2025;12280988,49;12277765,95;12277765,95;12280988,49;12277765,950000001
Município;2805505;ISS;2019;812508,91;903292,91;;903292,91;812508,91
Município;2805505;ISS;2020;987710,37;987598,62;987598,62;987598,62;987710,37
Município;2805505;ISS;2021;1083944,36;1083944,36;1083944,36;1083944,36;1083944,36
Município;2805505;ISS;2022;1287409,21;1287409,21;1287409,21;1287409,21;1287409,21
Município;2805505;ISS;2023;3353393,21;3353393,21;3353393,21;3353393,21;3353393,21
Município;2805505;ISS;2024;2095199,51;2095199,51;2095199,51;2095199,51;2095199,51
Município;2805505;ISS;2025;2734392,8;2734392,8;2734392,8;2734392,8;2734392,8
Município;2805604;Cota-Parte ICMS;2019;4623769,71;4623769,71;;4623769,71;4623769,71
Município;2805604;Cota-Parte ICMS;2020;4726501,09;4726501,09;4726501,09;4726501,09;4726501,09
Município;2805604;Cota-Parte ICMS;2021;5957202,72;5957202,72;5957202,72;5957202,72;5957202,72
Município;2805604;Cota-Parte ICMS;2022;6431063,66;6431063,66;6361002,92;6431063,66;6431063,66
Município;2805604;Cota-Parte ICMS;2023;7366891,22;7366891,22;7226769,74;7366891,22;7366891,22
Município;2805604;Cota-Parte ICMS;2024;7700751,08;7700751,08;7560629,6;7700751,08;7700751,08
Município;2805604;Cota-Parte ICMS;2025;8123872,21;8123872,21;8067562,99;;8123872,21
Município;2805604;ISS;2019;473874,59;473874,59;;473874,59;473874,59
Município;2805604;ISS;2020;568253,51;568253,51;568253,51;568253,52;568253,51
Município;2805604;ISS;2021;628917,19;628917,19;628917,19;575641,71;628917,19
Município;2805604;ISS;2022;1090026,09;1090026,09;1090026,09;1090026,09;1090026,09
Município;2805604;ISS;2023;1298541,27;1298541,27;1298541,27;1298541,27;1298541,27
Município;2805604;ISS;2024;1568592,79;1568592,79;1568592,79;1568592,79;1568592,79
Município;2805604;ISS;2025;2051193,04;2051193,04;2051193,04;;2051193,04
Município;2805604;LC194;2024;;;;;6865,24
Município;2805703;Cota-Parte ICMS;2019;10796419,76;10796419,76;;10796419,76;10796419,76
Município;2805703;Cota-Parte ICMS;2020;11234529,46;11234529,46;11234529,46;11234529,46;11234529,46
Município;2805703;Cota-Parte ICMS;2021;13426192,58;13426192,58;13426192,58;13426192,58;13426192,58
Município;2805703;Cota-Parte ICMS;2022;14401790,51;14401790,51;14124625,6;14401790,51;14401790,51
Município;2805703;Cota-Parte ICMS;2023;15022555,35;15022555,35;14789921,67;15022555,35;15022555,35
Município;2805703;Cota-Parte ICMS;2024;16679808,12;16679808,12;16679808,12;16679808,12;16679808,12
Município;2805703;Cota-Parte ICMS;2025;16667146,29;16667146,29;16667146,29;16667146,29;16667146,29
Município;2805703;ISS;2019;2423727,87;2423727,87;;2423727,87;2423727,87
Município;2805703;ISS;2020;3088331,46;3088331,46;3088331,46;3088331,46;3088331,46
Município;2805703;ISS;2021;3009625,26;3009625,26;3009625,26;3009625,26;3009625,26
Município;2805703;ISS;2022;3680177,6;3680177,6;3680177,6;3680177,6;3680177,6
Município;2805703;ISS;2023;3499802,11;3499802,11;3499802,11;3499802,11;3499802,11
Município;2805703;ISS;2024;4126443,68;4126443,68;4126443,68;4126443,68;4126443,68
Município;2805703;ISS;2025;4429897,26;4429897,26;4429897,26;4429897,26;4429897,26
Município;2805703;LC194;2024;;;;;232633,68
Município;2805802;Cota-Parte ICMS;2019;3606090,15;3606090,15;;3606090,15;3606090,15
Município;2805802;Cota-Parte ICMS;2020;3362894,16;3362894,16;3362894,16;3362894,16;3362894,16
Município;2805802;Cota-Parte ICMS;2021;4103172,88;4103172,88;4103172,88;4103172,88;4103172,88
Município;2805802;Cota-Parte ICMS;2022;4446882,25;4433472,25;4433472,25;4446882,25;4433472,25
Município;2805802;Cota-Parte ICMS;2023;4938020,12;4911200,12;5038517,45;4938020,12;4911200,12
Município;2805802;Cota-Parte ICMS;2024;5310105,29;5283285,29;5283285,29;5310105,29;5283285,29
Município;2805802;Cota-Parte ICMS;2025;6076703,9;6068634,1;6068634,1;6076703,9;6068634,100000001
Município;2805802;ISS;2019;171649,29;171649,29;;171649,29;171649,29
Município;2805802;ISS;2020;209509,74;209509,74;209509,74;209509,74;209509,74
Município;2805802;ISS;2021;653047,85;653047,85;653047,85;653047,85;653047,85
Município;2805802;ISS;2022;741232,97;741232,97;741232,97;741232,97;741232,97
Município;2805802;ISS;2023;820171,49;820171,49;820171,49;820171,49;820171,49
Município;2805802;ISS;2024;875592,39;875592,39;875592,39;875592,39;875592,39
Município;2805802;ISS;2025;641386,88;641386,88;641386,88;641386,88;641386,88
Município;2805802;LC194;2023;;;;;127317,33
Município;2805802;LC194;2024;;;;;4884,73
Município;2805901;Cota-Parte ICMS;2019;8206293,43;;;8206293,43;8206293,43
Município;2805901;Cota-Parte ICMS;2020;7716158,22;7716158,22;7716158,22;7716158,22;7716158,22
Município;2805901;Cota-Parte ICMS;2021;9600511,77;9600511,77;9600511,77;9600511,77;9600511,77
Município;2805901;Cota-Parte ICMS;2022;9597541,44;9597541,44;9597541,44;9597541,44;9597541,44
Município;2805901;Cota-Parte ICMS;2023;10262983,55;10526940,44;10527551,77;10520215,81;10262983,55
Município;2805901;Cota-Parte ICMS;2024;10311175,17;10311175,17;10311175,17;10314221,34;10311175,17
Município;2805901;Cota-Parte ICMS;2025;8669756,88;8669756,88;8669756,88;8636267,58;8669756,88
Município;2805901;ISS;2019;709092,3;;;709092,3;709092,3
Município;2805901;ISS;2020;824636,94;835783,81;824636,94;824636,94;824636,94
Município;2805901;ISS;2021;1152799,37;1152799,37;1152799,37;1152799,37;1152799,37
Município;2805901;ISS;2022;1659632,51;1659632,51;1659632,51;1659632,51;1659632,51
Município;2805901;ISS;2023;1172901,43;1149611,8;1149611,8;1149611,8;1172901,43
Município;2805901;ISS;2024;1692566,56;1692566,56;1692566,56;1692566,56;1692566,56
Município;2805901;ISS;2025;3558762,11;3558762,11;3558762,11;3558762,11;3558762,11
Município;2805901;LC194;2023;;;;;264568,22
Município;2805901;LC194;2024;;;;;10382,13
Município;2806008;Cota-Parte ICMS;2019;7219501,22;7219501,22;;7219501,22;7219501,22
Município;2806008;Cota-Parte ICMS;2020;7013542,25;7013542,25;7013542,25;7013542,25;7013542,25
Município;2806008;Cota-Parte ICMS;2021;8749026,55;8749026,55;8749026,55;8749026,55;8749026,55
Município;2806008;Cota-Parte ICMS;2022;7881168,81;7851581,61;7881168,81;7881168,81;7881168,81
