ano,vardec_retorno,vardec_trabalho,vardec_sucessao
2110,0.6814189999893865,0.025146801260182032,0.29343419875043136
2111,0.7424557818980783,0.023190287055014507,0.2343539310469074
2112,0.723531528096091,0.023096420986841237,0.25337205091706794
2113,0.6180904427183823,0.017811601679231015,0.3640979556023866
2114,0.7461843317384194,0.019593640602161722,0.23422202765941902
2115,0.6620153264244527,0.018239087900468756,0.3197455856750785
2116,0.7266177485420473,0.022167110835148243,0.2512151406228043
2117,0.6922788554770687,0.019579572579463887,0.2881415719434675
2118,0.7085527579431968,0.015881451489907605,0.27556579056689573
2119,0.7694698004466364,0.019448090552031817,0.21108210900133165
2120,0.7209209969071348,0.015291463936516517,0.2637875391563484
2121,0.7053837096604015,0.016193666291891638,0.27842262404770685
2122,0.7606676050027412,0.018733828574085235,0.2205985664231734
2123,0.7999691594233923,0.017618822459329893,0.18241201811727759
2124,0.7921381519361075,0.016122800649311177,0.19173904741458134
2125,0.7240173841269016,0.012690353524228887,0.2632922623488695
2126,0.7489179496561243,0.015310441501741816,0.23577160884213383
